지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
545,안산,2017-11-28,4.8,-2.8,11.8,.6
545,안산,2017-11-29,4.1,-1.3,8.5,2
545,안산,2017-11-30,-1.2,-4.2,3.5,2.3
545,안산,2017-12-01,-2.6,-10.1,4.2,.8
545,안산,2017-12-02,-.1,-7.8,8.1,.7
545,안산,2017-12-03,3.9,0,8.9,.9
545,안산,2017-12-04,.9,-5.4,4.1,2.7
545,안산,2017-12-05,-3.5,-8.5,.4,1.8
545,안산,2017-12-06,1.4,-5.5,6.1,1.4
545,안산,2017-12-07,.9,-2.9,7,1.2
545,안산,2017-12-08,-2.6,-4.8,.5,1.7
545,안산,2017-12-09,-1.5,-7.7,5.1,.5
545,안산,2017-12-10,2.8,-1.5,8.6,2.6
545,안산,2017-12-11,-5.1,-9.7,-.8,3.5
545,안산,2017-12-12,-7.7,-12.3,-3.3,1.3
545,안산,2017-12-13,-7.8,-12.5,-2.7,1.2
545,안산,2017-12-14,-7.1,-13.9,-.5,.6
545,안산,2017-12-15,-3,-11,2.3,.6
545,안산,2017-12-16,-4,-6.8,-.6,1.8
545,안산,2017-12-17,-6.2,-12.4,-.9,1.2
545,안산,2017-12-18,.8,-6.4,7.1,2.3
545,안산,2017-12-19,-4.3,-9.9,.4,1.6
545,안산,2017-12-20,-2.8,-11.6,3.5,1
545,안산,2017-12-21,-2.9,-9.4,4.6,.5
545,안산,2017-12-22,2.2,-6.7,8.6,.8
545,안산,2017-12-23,3.5,-.1,8.7,.6
545,안산,2017-12-24,2.7,.6,5.3,1.7
545,안산,2017-12-25,-1.9,-4.6,1.2,2.3
545,안산,2017-12-26,-3.5,-7.4,.6,2.4
545,안산,2017-12-27,-6.5,-10.2,-2.5,1.4
545,안산,2017-12-28,-1.4,-10.2,2.1,.5
545,안산,2017-12-29,1.3,-4.2,7,.8
545,안산,2017-12-30,1,-4.9,5.7,.5
545,안산,2017-12-31,.3,-3.4,4.5,1.9
545,안산,2018-01-01,-3.4,-9,4.2,.6
545,안산,2018-01-02,-2.3,-7.8,3.1,1.2
545,안산,2018-01-03,-3.7,-8.4,.7,1.4
545,안산,2018-01-04,-4.6,-10.1,-.6,.8
545,안산,2018-01-05,-4.7,-8.6,1.4,1
545,안산,2018-01-06,-4.8,-11.3,3.2,.9
545,안산,2018-01-07,-2.4,-10.2,3.4,.4
545,안산,2018-01-08,1.2,-1,4.3,1.8
545,안산,2018-01-09,-2.6,-6,.2,2.8
545,안산,2018-01-10,-6.7,-12.9,-2.7,2.2
545,안산,2018-01-11,-9.5,-12.4,-6,2.3
545,안산,2018-01-12,-9.7,-17.9,-5.1,1
545,안산,2018-01-13,-4.3,-8,.5,1.1
545,안산,2018-01-14,-.1,-8.5,6.1,1.2
545,안산,2018-01-15,2.4,-3,7.8,1.1
545,안산,2018-01-16,2.1,-3.8,7.7,.3
545,안산,2018-01-17,2.2,-1.8,7.6,.8
545,안산,2018-01-18,.9,-2.9,6.2,.7
545,안산,2018-01-19,-.3,-5.2,6,.9
545,안산,2018-01-20,-.8,-6.3,6.9,.8
545,안산,2018-01-21,-1.9,-8.3,5.7,.6
545,안산,2018-01-22,.6,-3.6,6.1,1.4
545,안산,2018-01-23,-9.6,-13.2,-3.4,3.6
545,안산,2018-01-24,-12.2,-14.7,-7.9,2.2
545,안산,2018-01-25,-12.3,-14.8,-7.9,2
545,안산,2018-01-26,-13.3,-16.1,-8.8,1.8
545,안산,2018-01-27,-10.4,-17.7,-2.8,.9
545,안산,2018-01-28,-5.3,-11.3,0,1.7
545,안산,2018-01-29,-7.5,-12.7,-3.5,1.7
545,안산,2018-01-30,-6,-15.9,1.1,.9
545,안산,2018-01-31,-3.4,-9.2,1,.6
545,안산,2018-02-01,-5.7,-13.9,2.9,1
545,안산,2018-02-02,-5,-12.8,3.3,1
545,안산,2018-02-03,-6,-9.2,-2.5,3.6
545,안산,2018-02-04,-7.8,-11.6,-4.4,2.6
545,안산,2018-02-05,-9.1,-16.9,-4.2,2.5
545,안산,2018-02-06,-8.9,-14.2,-4.8,2.6
545,안산,2018-02-07,-9.2,-18.2,-1.3,1
545,안산,2018-02-08,-6.4,-14.6,2.6,.6
545,안산,2018-02-09,-.7,-10.4,7.2,.7
545,안산,2018-02-10,-.9,-6.5,5,2.6
545,안산,2018-02-11,-5.8,-12.1,-.7,1.4
545,안산,2018-02-12,-7.4,-18.1,-1.6,1.5
545,안산,2018-02-13,-3.1,-15.1,5.6,1.3
545,안산,2018-02-14,2.7,-2.5,9.1,2.4
545,안산,2018-02-15,-1.6,-7.9,3.6,1.7
545,안산,2018-02-16,-2.5,-10.1,4.7,1.2
545,안산,2018-02-17,-2.8,-6.4,1.6,2.1
545,안산,2018-02-18,-1.6,-7.8,5.5,.8
545,안산,2018-02-19,-1.1,-7.3,7,1
545,안산,2018-02-20,.4,-6.6,7.3,1.2
545,안산,2018-02-21,-1.6,-7.3,4.9,1.6
545,안산,2018-02-22,.3,-8.8,7,1.6
545,안산,2018-02-23,4.7,-2.4,10.7,1.9
545,안산,2018-02-24,1.1,-4.1,6.9,1.4
545,안산,2018-02-25,.3,-4.7,7,1.2
545,안산,2018-02-26,0,-7.7,9.3,.8
545,안산,2018-02-27,1.7,-5.5,7.9,.2
545,안산,2018-02-28,4.3,1,8.9,1.8
545,안산,2018-03-01,.3,-3.4,3.9,4.2
545,안산,2018-03-02,-.8,-8.1,6,.9
545,안산,2018-03-03,6.9,-2.5,16.6,.9
545,안산,2018-03-04,9.6,6.2,13.1,1.1
545,안산,2018-03-05,6.2,1.7,12.2,2.6
545,안산,2018-03-06,2.7,-4,9.4,1
545,안산,2018-03-08,3.9,0,9,1.6
545,안산,2018-03-09,3.5,-1.2,9.2,1
545,안산,2018-03-10,3.2,-3.5,9.6,1.1
545,안산,2018-03-11,4.7,-1,11.4,1
545,안산,2018-03-12,5.4,-1.8,15.8,1
545,안산,2018-03-13,11.6,-.6,18,1.6
545,안산,2018-03-14,16.2,12.7,22.9,1.4
545,안산,2018-03-15,11,7.1,15.4,1.5
545,안산,2018-03-16,7.9,3.1,13.3,1.8
545,안산,2018-03-17,5.3,-1.6,14.3,1.1
545,안산,2018-03-18,7.2,2.4,12.3,.7
545,안산,2018-03-19,8.9,6.8,11.1,2
545,안산,2018-03-20,6.3,3,10.5,3.9
545,안산,2018-03-21,2,.7,4.1,1.7
545,안산,2018-03-22,4,-1.1,10.3,1.4
545,안산,2018-03-23,4.2,-2.2,11.9,1
545,안산,2018-03-24,6.3,.1,13.4,1.5
545,안산,2018-03-25,7.7,4.5,15.8,1.3
545,안산,2018-03-26,8.9,3.6,18.1,1.1
545,안산,2018-03-27,10.9,2,21.1,1.1
545,안산,2018-03-28,12.5,4.6,20.1,1.3
545,안산,2018-03-29,13.4,6.4,19.3,1.2
545,안산,2018-03-30,11.9,4,20.8,1.4
545,안산,2018-03-31,12.1,4.6,20.3,1.3
545,안산,2018-04-01,13.9,6.7,18.4,.8
545,안산,2018-04-02,16.1,9.2,24.7,1.3
545,안산,2018-04-03,16.8,12.1,22.4,1.4
545,안산,2018-04-04,12.6,9.7,17.6,1.9
545,안산,2018-04-05,8.4,7.7,10,2.4
545,안산,2018-04-06,6.6,4.1,9.5,3.5
545,안산,2018-04-07,5.2,3.1,9.4,4.3
545,안산,2018-04-08,6.4,-.3,10.7,1.9
545,안산,2018-04-09,7.9,-.6,16.6,.8
545,안산,2018-04-10,15,3.5,23.3,3
545,안산,2018-04-11,11.3,5.6,16.9,2.3
545,안산,2018-04-12,10,2.2,18.4,1.5
545,안산,2018-04-13,13.3,3,20.1,1.4
545,안산,2018-04-14,9.2,7.4,14.1,1.6
545,안산,2018-04-15,8.7,4.1,13.9,2
545,안산,2018-04-16,9.4,1,17.6,1.2
545,안산,2018-04-17,10.2,2.3,19.3,1.2
545,안산,2018-04-18,9.5,1.4,17.5,1.1
545,안산,2018-04-19,11.7,1.8,20.2,1
545,안산,2018-04-20,14.5,6.1,23.7,1.1
545,안산,2018-04-21,15.3,5.9,24.9,1.2
545,안산,2018-04-22,14.8,9.3,19.7,1.2
545,안산,2018-04-23,10.7,10,13.9,3.4
545,안산,2018-04-24,12.2,6.7,17,2
545,안산,2018-04-25,11.6,1.9,21.5,1.2
545,안산,2018-04-26,12.3,5.1,21.3,1.1
545,안산,2018-04-27,12.7,5.3,20.6,1.2
545,안산,2018-04-28,12.9,6.8,20.3,1.2
545,안산,2018-04-29,13.8,5,22.6,1.1
545,안산,2018-04-30,17.5,9.2,23.5,1.2
545,안산,2018-05-01,19.1,16.7,24.3,1.1
545,안산,2018-05-02,15,10.7,20.3,2
545,안산,2018-05-03,11.3,5.3,16.8,2.8
545,안산,2018-05-04,13.3,7.8,19.6,3.1
545,안산,2018-05-05,16.9,6.2,24.5,1.6
545,안산,2018-05-06,15.7,13.9,19.5,1.4
545,안산,2018-05-07,16.9,11.3,25.3,1
545,안산,2018-05-08,17.5,10.6,23.4,2.2
545,안산,2018-05-09,13.3,6.5,20.9,1.6
545,안산,2018-05-10,13.5,7.5,20.5,1.7
545,안산,2018-05-11,14.2,10.4,20.8,1.4
545,안산,2018-05-12,14.2,11.5,15.9,1.1
545,안산,2018-05-13,13.9,10.9,17.9,1.7
545,안산,2018-05-14,16.6,10.3,25,1
545,안산,2018-05-15,21.4,11.9,28.5,.7
545,안산,2018-05-16,22.4,21,24,1.5
545,안산,2018-05-17,20.9,18.5,24.5,1.3
545,안산,2018-05-18,16.2,11.9,18.5,1.2
545,안산,2018-05-19,16.8,8.5,24.3,1.9
545,안산,2018-05-20,15.5,7.9,23.6,1.2
545,안산,2018-05-21,15,5.9,23.1,1.1
545,안산,2018-05-22,17.2,11.9,23.6,.7
545,안산,2018-05-23,15.6,9.3,19.8,1.9
545,안산,2018-05-24,16.8,7.9,24.2,1.5
545,안산,2018-05-25,17,9.5,25.8,1
545,안산,2018-05-26,17.7,9.3,27.4,1
545,안산,2018-05-27,16.7,11.8,23.9,1
545,안산,2018-05-28,18.7,10.1,27.6,1.1
545,안산,2018-05-29,19.5,16.2,25.9,1
545,안산,2018-05-30,17.7,12.4,23.5,1.5
545,안산,2018-05-31,17.5,10.7,24.1,1.3
545,안산,2018-06-01,19.5,12.5,27.9,1.3
545,안산,2018-06-02,19,11.9,27.8,1.3
545,안산,2018-06-03,19.7,11.4,29.2,.9
545,안산,2018-06-04,19.9,12.8,25.6,1.1
545,안산,2018-06-05,21.2,15.5,28.2,1.1
545,안산,2018-06-06,19.3,13.7,25.1,1.5
545,안산,2018-06-07,19.5,15.2,26.2,1.4
545,안산,2018-06-08,20.1,16,24.8,1.8
545,안산,2018-06-09,22,16.1,28.7,1.1
545,안산,2018-06-10,20.8,16.4,25.2,1.3
545,안산,2018-06-11,19.7,14.7,24.5,1.3
545,안산,2018-06-12,19.6,15,25.3,1.4
545,안산,2018-06-13,20.5,14.3,27.1,1
545,안산,2018-06-14,21.5,18.3,25.6,1.3
545,안산,2018-06-16,20.6,13.6,27.3,1.6
545,안산,2018-06-17,19.6,13.7,26.8,.9
545,안산,2018-06-18,21.4,15.8,29.1,1.1
545,안산,2018-06-19,20.3,14.5,25.3,1.1
545,안산,2018-06-20,21.3,16.1,26.9,1.9
545,안산,2018-06-21,21,16,26.3,1.8
545,안산,2018-06-22,22.2,15.5,31.1,1.1
545,안산,2018-06-23,22.3,16.3,28.7,1.4
545,안산,2018-06-24,23.3,18.9,31,1.4
545,안산,2018-06-25,24.1,17.5,32.3,.8
545,안산,2018-06-26,21.2,19.5,24.1,2.2
545,안산,2018-06-27,21,18.3,27.5,1.5
545,안산,2018-06-28,22.5,19.7,25.9,.9
545,안산,2018-06-29,22.9,18.8,27.9,1.1
545,안산,2018-06-30,23.6,19,29.2,.6
545,안산,2018-07-01,21.3,20.5,22.5,1.2
545,안산,2018-07-02,22.5,20.2,28.1,1.4
545,안산,2018-07-03,25.9,21.9,32.9,1.2
545,안산,2018-07-04,25.2,21.5,30.3,1.5
545,안산,2018-07-05,25.4,21.9,30.3,1.3
545,안산,2018-07-06,24.2,21.9,28.1,2.3
545,안산,2018-07-07,24,20.3,29.7,1.7
545,안산,2018-07-08,22.5,17.1,28.2,1.4
545,안산,2018-07-09,20.8,20,22.6,1.5
545,안산,2018-07-10,24.1,20.3,27.1,1.1
545,안산,2018-07-11,26.7,23.6,32,1.1
545,안산,2018-07-12,26.3,22.7,31.4,1.2
545,안산,2018-07-13,25.8,21.9,31.1,1
545,안산,2018-07-14,26.5,21.3,32.1,1.1
545,안산,2018-07-15,26.3,21.5,32.7,1.1
545,안산,2018-07-16,26,20.5,32.5,1.1
545,안산,2018-07-17,25.7,20.1,30.9,1.2
545,안산,2018-07-18,25.9,20.2,31.9,1.2
545,안산,2018-07-19,25.6,19.9,31,1.4
545,안산,2018-07-20,26.4,20.3,32.9,1.1
545,안산,2018-07-21,26.8,20.1,35,1
545,안산,2018-07-22,28.2,20.4,36.4,.9
545,안산,2018-07-23,28.9,24.2,34.9,1
545,안산,2018-07-24,29,22.9,35.3,1
545,안산,2018-07-25,28.3,24.6,33,1.2
545,안산,2018-07-26,28.3,23.6,33.4,1.1
545,안산,2018-07-27,28.6,24.8,34.3,1.6
545,안산,2018-07-28,28.1,24,34.7,1
545,안산,2018-07-29,30.2,23.2,36.4,1.7
545,안산,2018-07-30,29.7,23.1,36.8,1
545,안산,2018-07-31,29.6,23,36.7,1
545,안산,2018-08-01,29.7,23.6,37.2,1.2
545,안산,2018-08-02,29.8,24.4,36.8,1
545,안산,2018-08-03,29.9,24.5,37.1,1.2
545,안산,2018-08-04,28.9,24.5,34,1.2
545,안산,2018-08-05,28.8,24.6,33.5,1.5
545,안산,2018-08-06,29.1,25.9,34.2,1.5
545,안산,2018-08-07,29.3,23.9,35.3,1.2
545,안산,2018-08-08,29.3,25.6,34.7,1.7
545,안산,2018-08-09,28.1,24.5,32.7,1.3
545,안산,2018-08-10,29.7,23.8,34.8,1.1
545,안산,2018-08-11,29.4,24.1,36.2,1.1
545,안산,2018-08-12,29.3,23.9,35.3,1.1
545,안산,2018-08-13,30,24.2,36.4,1
545,안산,2018-08-14,30.1,24,36.3,1
545,안산,2018-08-15,30.9,24.4,38.5,1.1
545,안산,2018-08-16,29.5,24.5,36.2,2.1
545,안산,2018-08-17,26.7,21.4,33.4,2.1
545,안산,2018-08-18,24.2,17.2,31.8,1.2
545,안산,2018-08-19,25.6,18.6,33.5,.9
545,안산,2018-08-20,27.3,20.4,33.6,1.4
545,안산,2018-08-21,24.6,20.7,29.9,1.4
545,안산,2018-08-23,27.7,24.5,32.7,1.7
545,안산,2018-08-24,24,22.1,26.7,2
545,안산,2018-08-25,23.7,18.7,28.8,1.3
545,안산,2018-08-26,20.3,17.1,27,.8
545,안산,2018-08-27,22.2,18.8,24.6,.7
545,안산,2018-08-28,23.3,22.1,25.4,.8
545,안산,2018-08-29,25.9,22.5,29.6,1.9
545,안산,2018-08-30,25.7,23.7,29.4,1.3
545,안산,2018-08-31,23.2,18.8,28.6,1
545,안산,2018-09-01,23.9,17.2,30.5,1.2
545,안산,2018-09-02,24.1,17.7,28.9,1.2
545,안산,2018-09-03,23.6,21.9,28.5,1
545,안산,2018-09-04,23.2,18.5,27.8,1.6
545,안산,2018-09-05,22,16.3,28,1.5
545,안산,2018-09-06,22.5,17.2,28.6,1.1
545,안산,2018-09-07,20.1,13.3,25,1.6
545,안산,2018-09-08,18.9,11,27.1,.8
545,안산,2018-09-09,18.9,11.1,27.3,.8
545,안산,2018-09-10,20.5,13.6,27.8,.9
545,안산,2018-09-11,18.8,12.2,25.5,.9
545,안산,2018-09-12,20.2,12.3,27.6,.9
545,안산,2018-09-13,21.5,16.6,27.9,.8
545,안산,2018-09-14,21.6,16.6,24.9,.9
545,안산,2018-09-15,21.1,19.5,23.3,.7
545,안산,2018-09-16,21.2,19.7,24.2,.8
545,안산,2018-09-17,20.1,14.9,25.8,.8
545,안산,2018-09-18,19.5,13.5,26.1,.7
545,안산,2018-09-19,19.7,15.4,25.5,.7
545,안산,2018-09-20,18.7,17.1,19.6,1.5
545,안산,2018-09-21,18.8,16.5,22.5,1
545,안산,2018-09-22,18.4,11.7,25.8,.8
545,안산,2018-09-23,17.8,11.6,25.3,.7
545,안산,2018-09-24,15.2,9.1,22.5,1
545,안산,2018-09-25,14.9,6.1,23.7,.6
545,안산,2018-09-26,16.5,11.6,24.2,1
545,안산,2018-09-27,15.5,8.2,24.9,.7
545,안산,2018-09-28,15.5,9.5,22.7,.9
545,안산,2018-09-29,17.7,9.8,26.3,.7
545,안산,2018-09-30,16.4,10.4,21.7,1.5
545,안산,2018-10-01,15.1,10,20.5,1.4
545,안산,2018-10-02,13.1,5.9,21.3,.8
545,안산,2018-10-03,14.3,6.5,23.5,.7
545,안산,2018-10-04,16.6,8.2,25.7,1
545,안산,2018-10-05,16.3,14.4,17.9,1
545,안산,2018-10-06,16.9,12.6,22.7,1.5
545,안산,2018-10-07,14.1,6.9,21.4,.9
545,안산,2018-10-08,11,4.6,20.5,.4
545,안산,2018-10-09,13.4,5.8,19.4,.5
545,안산,2018-10-10,12.4,5.2,16,1.9
545,안산,2018-10-11,8.2,1.3,15.7,1.2
545,안산,2018-10-12,8.3,.5,17,.8
545,안산,2018-10-13,9.2,1.4,18.9,.5
545,안산,2018-10-14,10.6,2.4,19.5,.5
545,안산,2018-10-15,12.3,5.8,21.1,.6
545,안산,2018-10-16,11.3,5.8,20.6,.5
545,안산,2018-10-17,9.1,2.9,18.2,.6
545,안산,2018-10-18,8.8,1,19.3,.7
545,안산,2018-10-19,9.8,1.7,19.4,.7
545,안산,2018-10-20,9.2,1.3,20.6,.5
545,안산,2018-10-21,9.4,1.7,20,.5
545,안산,2018-10-22,10,3.6,20.3,.4
545,안산,2018-10-23,9.8,3.8,16.7,.4
545,안산,2018-10-24,9.3,2.6,19,.6
545,안산,2018-10-25,10.5,2.2,21,.4
545,안산,2018-10-26,11.7,7.6,15.4,1
545,안산,2018-10-27,9.3,4.2,13.5,1.9
545,안산,2018-10-28,,2.7,15.3,1
545,안산,2018-10-29,7.4,2.6,13.5,1.1
545,안산,2018-10-30,5.1,-2.5,11.6,.9
545,안산,2018-10-31,5.8,-.2,12.5,1
545,안산,2018-11-01,5.5,-2.4,15.5,.6
545,안산,2018-11-02,7.9,-.6,18.9,.5
545,안산,2018-11-03,7.7,-.5,18.9,.5
545,안산,2018-11-04,8,-.2,18.9,.7
545,안산,2018-11-05,8.5,.4,17.6,.5
545,안산,2018-11-06,9.8,3.6,16.9,.4
545,안산,2018-11-07,12.8,9.5,17.6,.4
545,안산,2018-11-08,13.1,11.8,15.3,1.6
545,안산,2018-11-09,11.5,4.9,16.5,1.6
545,안산,2018-11-10,8.9,3.5,17.2,.6
545,안산,2018-11-11,6.4,1.7,11.7,.5
545,안산,2018-11-12,5.4,-.8,14.3,.7
545,안산,2018-11-13,5.3,-1.5,15.2,.5
545,안산,2018-11-14,6.2,-1.2,16.3,.5
545,안산,2018-11-15,6.7,-.7,16.5,.4
545,안산,2018-11-16,7.9,2.6,15,.8
545,안산,2018-11-17,3.4,-3.2,11.8,.7
545,안산,2018-11-18,4.6,-2.3,11.9,.4
545,안산,2018-11-19,5.1,-1.7,14,.6
545,안산,2018-11-20,3.6,-4.9,13.1,.6
545,안산,2018-11-21,4.9,-1.3,8.3,.5
545,안산,2018-11-22,2.5,-5.2,8,.9
545,안산,2018-11-23,.2,-6.9,7.9,.5
545,안산,2018-11-24,3.4,.6,6.8,1.6
545,안산,2018-11-25,4.4,-.4,11.7,.4
545,안산,2018-11-26,4.1,-2,13.9,.4
545,안산,2018-11-27,6.1,-2,13.4,.5
545,안산,2018-11-28,3.4,-2.6,11.6,.7
545,안산,2018-11-29,1.9,-4.1,8.2,.4
545,안산,2018-11-30,.3,-6.3,8.9,.5
545,안산,2018-12-01,2.9,-3.1,12.6,.4
545,안산,2018-12-02,6.6,-3.1,14.4,.7
545,안산,2018-12-03,11.4,8.4,13.1,.9
545,안산,2018-12-04,7.5,.7,10.8,1.8
545,안산,2018-12-05,1.1,-3.7,6.1,1.2
545,안산,2018-12-06,2.8,-1.3,7.7,1.3
545,안산,2018-12-07,-5.7,-9.1,-.2,2.5
545,안산,2018-12-08,-6.8,-10.2,-2.9,1.6
545,안산,2018-12-09,-7,-13.9,-.9,.8
545,안산,2018-12-10,-4.6,-11.4,4.8,.4
545,안산,2018-12-11,-.7,-6.4,4.6,.4
545,안산,2018-12-12,-2.5,-7.9,3,.9
545,안산,2018-12-13,-2.6,-8.2,4.1,1.2
545,안산,2018-12-14,-6.7,-12.9,.8,.6
545,안산,2018-12-15,-5.4,-13,3.5,.2
545,안산,2018-12-16,-1,-7.3,4.2,.4
545,안산,2018-12-17,-.1,-5.7,7.2,.5
545,안산,2018-12-18,-.9,-7.6,9.2,.4
545,안산,2018-12-19,.2,-5,9.4,.4
545,안산,2018-12-20,0,-5.1,11,.3
545,안산,2018-12-21,2.6,-5.8,11,.3
545,안산,2018-12-22,3.8,-2.8,11.4,.6
545,안산,2018-12-23,3.2,-3.2,9.1,1.7
545,안산,2018-12-24,-4,-9.4,3.7,.6
545,안산,2018-12-25,-2.7,-9.2,3.3,.3
545,안산,2018-12-26,-1.2,-5.4,3.6,1.7
545,안산,2018-12-27,-8.4,-11.3,-5.2,2.1
545,안산,2018-12-28,-10.4,-14.4,-5.2,1
545,안산,2018-12-29,-6.3,-12.4,-1.9,1.6
545,안산,2018-12-30,-9.1,-15.4,-1,.5
545,안산,2018-12-31,-6.5,-16,1.1,.4
545,안산,2019-01-01,-5.7,-11.9,0,.8
545,안산,2019-01-02,-7.5,-13.9,.5,.4
545,안산,2019-01-03,-6.4,-14,3.6,.5
545,안산,2019-01-04,-4.7,-11.8,4.1,.3
545,안산,2019-01-05,-3.6,-10.6,1.8,.9
545,안산,2019-01-06,-5.8,-11.7,2.4,.4
545,안산,2019-01-07,-4.8,-12,4.3,.4
545,안산,2019-01-08,-4.5,-11.4,2.2,1.4
545,안산,2019-01-09,-5.9,-13.8,1.4,.6
545,안산,2019-01-10,-2.3,-5.8,1.7,.3
545,안산,2019-01-11,1,-3.3,7.1,.4
545,안산,2019-01-12,.1,-6.2,7.4,.5
545,안산,2019-01-13,-2.6,-9.5,7.3,.5
545,안산,2019-01-14,-1.3,-8.3,5.2,.3
545,안산,2019-01-15,-1.7,-7.2,2.9,1.7
545,안산,2019-01-16,-4.5,-10.6,-.6,.9
545,안산,2019-01-17,-2.1,-8.4,5.5,.8
545,안산,2019-01-18,-2.9,-11.4,7.2,.4
545,안산,2019-01-19,1.1,-5.2,10.7,.4
545,안산,2019-01-20,-.6,-4.6,2.7,2.2
545,안산,2019-01-21,-3,-11.4,5.9,.9
545,안산,2019-01-22,-1.8,-8.8,8.3,.6
545,안산,2019-01-23,-.1,-8,8.3,.7
545,안산,2019-01-24,-3.5,-11.1,6.2,.5
545,안산,2019-01-25,-2.5,-10,4.5,1.3
545,안산,2019-01-26,-3.8,-9.8,2.1,1.1
545,안산,2019-01-27,-2.3,-13,5.4,.6
545,안산,2019-01-28,1.3,-4.2,5,1.5
545,안산,2019-01-29,-2.5,-11.4,6.4,.6
545,안산,2019-01-30,-.6,-7.7,7.6,.4
545,안산,2019-01-31,-1.1,-5.1,2,1.6
545,안산,2019-02-01,-4.1,-12.2,4.6,.7
545,안산,2019-02-02,.6,-9.1,7.9,.8
545,안산,2019-02-03,3.5,1.4,5.9,1
545,안산,2019-02-04,-1.3,-5.8,4,.8
545,안산,2019-02-05,.1,-7.5,10.1,.5
545,안산,2019-02-06,3.6,-4.9,10.6,.4
545,안산,2019-02-07,-1.4,-7.5,4.9,2.5
545,안산,2019-02-08,-5.3,-9.9,0,1.1
545,안산,2019-02-09,-4.1,-7.6,-.5,1.5
545,안산,2019-02-10,-4.5,-10.9,-1.3,.9
545,안산,2019-02-11,-4,-10.3,2.5,.9
545,안산,2019-02-12,-1.1,-8.4,4.7,.7
545,안산,2019-02-13,-2.5,-9.4,2.7,1
545,안산,2019-02-14,-2.2,-9,5.1,.7
545,안산,2019-02-15,-.5,-2.3,1.3,.8
545,안산,2019-02-16,-1.8,-5,1.9,1.3
545,안산,2019-02-17,-3.5,-10.9,4.2,.6
545,안산,2019-02-18,-1.2,-9.5,5.6,.6
545,안산,2019-02-19,.6,-2.4,3.3,.5
545,안산,2019-02-20,.9,-4.2,6.4,.7
545,안산,2019-02-21,-.5,-6.8,8.2,.6
545,안산,2019-02-22,.4,-6.2,9.4,.7
545,안산,2019-02-23,2.9,-4.3,14.3,.6
545,안산,2019-02-24,2.8,-5.5,12.4,.6
545,안산,2019-02-25,2.2,-3.6,8.8,.8
545,안산,2019-02-26,2.2,-6.9,10.2,.7
545,안산,2019-02-27,4.5,-.6,12.5,.6
545,안산,2019-02-28,2.8,-4.3,12.5,.6
545,안산,2019-03-01,2.6,-5,12.7,.6
545,안산,2019-03-02,3.7,-5.1,14.5,.5
545,안산,2019-03-03,5.6,-3.7,15.4,.7
545,안산,2019-03-04,5.7,-.3,14.2,.7
545,안산,2019-03-05,4.7,-2.7,13.2,.5
545,안산,2019-03-06,5.5,-.1,11,.8
545,안산,2019-03-07,4.1,-2.1,12.9,.8
545,안산,2019-03-08,2.6,-5.7,12.7,.6
545,안산,2019-03-09,4.5,-5.8,14.5,.5
545,안산,2019-03-10,8.5,0,16.4,.8
545,안산,2019-03-11,3.8,-2.7,9.4,.6
545,안산,2019-03-12,3.8,-.1,8.3,1.3
545,안산,2019-03-13,3.7,-1.9,8.8,1.4
545,안산,2019-03-14,4.1,-6.3,10.2,.8
545,안산,2019-03-15,5,-1.7,12.4,.8
545,안산,2019-03-16,4,-2.3,10,.9
545,안산,2019-03-17,3.8,-2.9,12.3,.7
545,안산,2019-03-18,4.4,-4.4,13.6,.6
545,안산,2019-03-19,6.6,-2.4,16.8,.6
545,안산,2019-03-20,8.4,.9,15.6,.9
545,안산,2019-03-21,7.1,2.6,11.2,1.7
545,안산,2019-03-22,4.1,-.2,9,1.5
545,안산,2019-03-23,3,-4.6,9.7,1.6
545,안산,2019-03-24,3,-4.6,10.1,.9
545,안산,2019-03-25,6.1,-2.3,13.8,1.2
545,안산,2019-03-26,8.7,1,16.2,.7
545,안산,2019-03-27,10,1.8,16.8,1.6
545,안산,2019-03-28,8,2.7,13.4,1.1
545,안산,2019-03-29,8.7,4.3,13.4,1.2
545,안산,2019-03-30,5.5,3.5,9.3,1.4
545,안산,2019-03-31,5.3,3.6,9.8,2.1
545,안산,2019-04-01,4.8,-3.3,11,1.2
545,안산,2019-04-02,5,-4,12.4,.8
545,안산,2019-04-03,5.5,-2.7,14,.9
545,안산,2019-04-04,7.3,-2.6,16.4,1.2
545,안산,2019-04-05,9.4,1.3,16.6,1.1
545,안산,2019-04-06,8.7,-.1,14.1,.7
545,안산,2019-04-07,11.4,2,20.2,1
545,안산,2019-04-08,9,.7,16.4,.9
545,안산,2019-04-09,8.6,4.1,14.4,2.2
545,안산,2019-04-10,6.8,3,10.5,1.1
545,안산,2019-04-11,7.6,.3,15.4,.7
545,안산,2019-04-12,8.2,.7,17.2,.7
545,안산,2019-04-13,9.1,.5,17.9,.7
545,안산,2019-04-14,8,2.1,13.9,.9
545,안산,2019-04-15,8.7,-1,18.4,.8
545,안산,2019-04-16,11.6,.5,22.9,.6
545,안산,2019-04-17,12.2,3.4,21.2,.8
545,안산,2019-04-18,11.2,5.2,18,.8
545,안산,2019-04-19,13.5,6.9,19.5,1
545,안산,2019-04-20,13.6,7.6,19.5,.9
545,안산,2019-04-21,13,8.8,20.1,.8
545,안산,2019-04-22,16,6,26.9,.9
