 format: day,hour,forecast,value  location:53_120 Start : 20170701 
 27,0800,+16,112.000000 
 27,0800,+19,153.000000 
 27,0800,+22,127.000000 
 27,0800,+25,18.000000 
 27,0800,+28,26.000000 
 27,0800,+31,30.000000 
 27,0800,+34,16.000000 
 27,0800,+37,3.000000 
 27,0800,+40,348.000000 
 27,0800,+43,348.000000 
 27,0800,+46,350.000000 
 27,0800,+49,346.000000 
 27,0800,+52,341.000000 
 27,0800,+55,357.000000 
 27,1100,+4,114.000000 
 27,1100,+7,84.000000 
 27,1100,+10,42.000000 
 27,1100,+13,112.000000 
 27,1100,+16,153.000000 
 27,1100,+19,127.000000 
 27,1100,+22,18.000000 
 27,1100,+25,26.000000 
 27,1100,+28,30.000000 
 27,1100,+31,16.000000 
 27,1100,+34,3.000000 
 27,1100,+37,348.000000 
 27,1100,+40,348.000000 
 27,1100,+43,350.000000 
 27,1100,+46,346.000000 
 27,1100,+49,341.000000 
 27,1100,+52,357.000000 
 27,1400,+4,84.000000 
 27,1400,+7,42.000000 
 27,1400,+10,112.000000 
 27,1400,+13,153.000000 
 27,1400,+16,127.000000 
 27,1400,+19,18.000000 
 27,1400,+22,26.000000 
 27,1400,+25,30.000000 
 27,1400,+28,16.000000 
 27,1400,+31,3.000000 
 27,1400,+34,348.000000 
 27,1400,+37,348.000000 
 27,1400,+40,350.000000 
 27,1400,+43,346.000000 
 27,1400,+46,341.000000 
 27,1400,+49,357.000000 
 27,1700,+4,42.000000 
 27,1700,+7,112.000000 
 27,1700,+10,153.000000 
 27,1700,+13,127.000000 
 27,1700,+16,18.000000 
 27,1700,+19,26.000000 
 27,1700,+22,30.000000 
 27,1700,+25,16.000000 
 27,1700,+28,3.000000 
 27,1700,+31,348.000000 
 27,1700,+34,348.000000 
 27,1700,+37,350.000000 
 27,1700,+40,346.000000 
 27,1700,+43,341.000000 
 27,1700,+46,357.000000 
 27,2000,+4,142.000000 
 27,2000,+7,152.000000 
 27,2000,+10,120.000000 
 27,2000,+13,32.000000 
 27,2000,+16,35.000000 
 27,2000,+19,23.000000 
 27,2000,+22,346.000000 
 27,2000,+25,351.000000 
 27,2000,+28,339.000000 
 27,2000,+31,339.000000 
 27,2000,+34,341.000000 
 27,2000,+37,345.000000 
 27,2000,+40,345.000000 
 27,2000,+43,360.000000 
 27,2000,+46,359.000000 
 27,2000,+49,353.000000 
 27,2000,+52,4.000000 
 27,2000,+55,7.000000 
 27,2000,+58,358.000000 
 27,2000,+61,360.000000 
 27,2000,+64,352.000000 
 27,2000,+67,352.000000 
 27,2300,+4,152.000000 
 27,2300,+7,120.000000 
 27,2300,+10,32.000000 
 27,2300,+13,35.000000 
 27,2300,+16,23.000000 
 27,2300,+19,346.000000 
 27,2300,+22,351.000000 
 27,2300,+25,339.000000 
 27,2300,+28,339.000000 
 27,2300,+31,341.000000 
 27,2300,+34,345.000000 
 27,2300,+37,345.000000 
 27,2300,+40,360.000000 
 27,2300,+43,359.000000 
 27,2300,+46,353.000000 
 27,2300,+49,4.000000 
 27,2300,+52,7.000000 
 27,2300,+55,358.000000 
 27,2300,+58,360.000000 
 27,2300,+61,352.000000 
 27,2300,+64,352.000000 
 28,0200,+4,120.000000 
 28,0200,+7,32.000000 
 28,0200,+10,35.000000 
 28,0200,+13,23.000000 
 28,0200,+16,346.000000 
 28,0200,+19,351.000000 
 28,0200,+22,339.000000 
 28,0200,+25,339.000000 
 28,0200,+28,341.000000 
 28,0200,+31,345.000000 
 28,0200,+34,345.000000 
 28,0200,+37,360.000000 
 28,0200,+40,359.000000 
 28,0200,+43,353.000000 
 28,0200,+46,4.000000 
 28,0200,+49,7.000000 
 28,0200,+52,358.000000 
 28,0200,+55,360.000000 
 28,0200,+58,352.000000 
 28,0200,+61,352.000000 
 28,0500,+4,32.000000 
 28,0500,+7,35.000000 
 28,0500,+10,23.000000 
 28,0500,+13,346.000000 
 28,0500,+16,351.000000 
 28,0500,+19,339.000000 
 28,0500,+22,339.000000 
 28,0500,+25,341.000000 
 28,0500,+28,345.000000 
 28,0500,+31,345.000000 
 28,0500,+34,360.000000 
 28,0500,+37,359.000000 
 28,0500,+40,353.000000 
 28,0500,+43,4.000000 
 28,0500,+46,7.000000 
 28,0500,+49,358.000000 
 28,0500,+52,360.000000 
 28,0500,+55,352.000000 
 28,0500,+58,352.000000 
 28,0800,+4,8.000000 
 28,0800,+7,8.000000 
 28,0800,+10,347.000000 
 28,0800,+13,348.000000 
 28,0800,+16,331.000000 
 28,0800,+19,333.000000 
 28,0800,+22,342.000000 
 28,0800,+25,347.000000 
 28,0800,+28,346.000000 
 28,0800,+31,358.000000 
 28,0800,+34,353.000000 
 28,0800,+37,352.000000 
 28,0800,+40,12.000000 
 28,0800,+43,16.000000 
 28,0800,+46,2.000000 
 28,0800,+49,330.000000 
 28,0800,+52,298.000000 
 28,0800,+55,324.000000 
 28,1100,+4,8.000000 
 28,1100,+7,347.000000 
 28,1100,+10,348.000000 
 28,1100,+13,331.000000 
 28,1100,+16,333.000000 
 28,1100,+19,342.000000 
 28,1100,+22,347.000000 
 28,1100,+25,346.000000 
 28,1100,+28,358.000000 
 28,1100,+31,353.000000 
 28,1100,+34,352.000000 
 28,1100,+37,12.000000 
 28,1100,+40,16.000000 
 28,1100,+43,2.000000 
 28,1100,+46,330.000000 
 28,1100,+49,298.000000 
 28,1100,+52,324.000000 
 28,1400,+4,347.000000 
 28,1400,+7,348.000000 
 28,1400,+10,331.000000 
 28,1400,+13,333.000000 
 28,1400,+16,342.000000 
 28,1400,+19,347.000000 
 28,1400,+22,346.000000 
 28,1400,+25,358.000000 
 28,1400,+28,353.000000 
 28,1400,+31,352.000000 
 28,1400,+34,12.000000 
 28,1400,+37,16.000000 
 28,1400,+40,2.000000 
 28,1400,+43,330.000000 
 28,1400,+46,298.000000 
 28,1400,+49,324.000000 
 28,1700,+4,348.000000 
 28,1700,+7,331.000000 
 28,1700,+10,333.000000 
 28,1700,+13,342.000000 
 28,1700,+16,347.000000 
 28,1700,+19,346.000000 
 28,1700,+22,358.000000 
 28,1700,+25,353.000000 
 28,1700,+28,352.000000 
 28,1700,+31,12.000000 
 28,1700,+34,16.000000 
 28,1700,+37,2.000000 
 28,1700,+40,330.000000 
 28,1700,+43,298.000000 
 28,1700,+46,324.000000 
 28,2000,+4,341.000000 
 28,2000,+7,343.000000 
 28,2000,+10,352.000000 
 28,2000,+13,349.000000 
 28,2000,+16,347.000000 
 28,2000,+19,6.000000 
 28,2000,+22,352.000000 
 28,2000,+25,356.000000 
 28,2000,+28,14.000000 
 28,2000,+31,21.000000 
 28,2000,+34,349.000000 
 28,2000,+37,312.000000 
 28,2000,+40,266.000000 
 28,2000,+43,346.000000 
 28,2000,+46,342.000000 
 28,2000,+49,355.000000 
 28,2000,+52,6.000000 
 28,2000,+55,8.000000 
 28,2000,+58,279.000000 
 28,2000,+61,297.000000 
 28,2000,+64,342.000000 
 28,2000,+67,352.000000 
 28,2300,+4,343.000000 
 28,2300,+7,352.000000 
 28,2300,+10,349.000000 
 28,2300,+13,347.000000 
 28,2300,+16,6.000000 
 28,2300,+19,352.000000 
 28,2300,+22,356.000000 
 28,2300,+25,14.000000 
 28,2300,+28,21.000000 
 28,2300,+31,349.000000 
 28,2300,+34,312.000000 
 28,2300,+37,266.000000 
 28,2300,+40,346.000000 
 28,2300,+43,342.000000 
 28,2300,+46,355.000000 
 28,2300,+49,6.000000 
 28,2300,+52,8.000000 
 28,2300,+55,279.000000 
 28,2300,+58,297.000000 
 28,2300,+61,342.000000 
 28,2300,+64,352.000000 
 29,0200,+4,352.000000 
 29,0200,+7,349.000000 
 29,0200,+10,347.000000 
 29,0200,+13,6.000000 
 29,0200,+16,352.000000 
 29,0200,+19,356.000000 
 29,0200,+22,14.000000 
 29,0200,+25,21.000000 
 29,0200,+28,349.000000 
 29,0200,+31,312.000000 
 29,0200,+34,266.000000 
 29,0200,+37,346.000000 
 29,0200,+40,342.000000 
 29,0200,+43,355.000000 
 29,0200,+46,6.000000 
 29,0200,+49,8.000000 
 29,0200,+52,279.000000 
 29,0200,+55,297.000000 
 29,0200,+58,342.000000 
 29,0200,+61,352.000000 
 29,0500,+4,349.000000 
 29,0500,+7,347.000000 
 29,0500,+10,6.000000 
 29,0500,+13,352.000000 
 29,0500,+16,356.000000 
 29,0500,+19,14.000000 
 29,0500,+22,21.000000 
 29,0500,+25,349.000000 
 29,0500,+28,312.000000 
 29,0500,+31,266.000000 
 29,0500,+34,346.000000 
 29,0500,+37,342.000000 
 29,0500,+40,355.000000 
 29,0500,+43,6.000000 
 29,0500,+46,8.000000 
 29,0500,+49,279.000000 
 29,0500,+52,297.000000 
 29,0500,+55,342.000000 
 29,0500,+58,352.000000 
 29,0800,+4,347.000000 
 29,0800,+7,1.000000 
 29,0800,+10,356.000000 
 29,0800,+13,360.000000 
 29,0800,+16,18.000000 
 29,0800,+19,18.000000 
 29,0800,+22,277.000000 
 29,0800,+25,241.000000 
 29,0800,+28,318.000000 
 29,0800,+31,328.000000 
 29,0800,+34,352.000000 
 29,0800,+37,5.000000 
 29,0800,+40,9.000000 
 29,0800,+43,9.000000 
 29,0800,+46,1.000000 
 29,0800,+49,339.000000 
 29,0800,+52,352.000000 
 29,0800,+55,8.000000 
 29,1100,+4,1.000000 
 29,1100,+7,356.000000 
 29,1100,+10,360.000000 
 29,1100,+13,18.000000 
 29,1100,+16,18.000000 
 29,1100,+19,277.000000 
 29,1100,+22,241.000000 
 29,1100,+25,318.000000 
 29,1100,+28,328.000000 
 29,1100,+31,352.000000 
 29,1100,+34,5.000000 
 29,1100,+37,9.000000 
 29,1100,+40,9.000000 
 29,1100,+43,1.000000 
 29,1100,+46,339.000000 
 29,1100,+49,352.000000 
 29,1100,+52,8.000000 
 29,1400,+4,356.000000 
 29,1400,+7,360.000000 
 29,1400,+10,18.000000 
 29,1400,+13,18.000000 
 29,1400,+16,277.000000 
 29,1400,+19,241.000000 
 29,1400,+22,318.000000 
 29,1400,+25,328.000000 
 29,1400,+28,352.000000 
 29,1400,+31,5.000000 
 29,1400,+34,9.000000 
 29,1400,+37,9.000000 
 29,1400,+40,1.000000 
 29,1400,+43,339.000000 
 29,1400,+46,352.000000 
 29,1400,+49,8.000000 
 29,1700,+4,360.000000 
 29,1700,+7,18.000000 
 29,1700,+10,18.000000 
 29,1700,+13,277.000000 
 29,1700,+16,241.000000 
 29,1700,+19,318.000000 
 29,1700,+22,328.000000 
 29,1700,+25,352.000000 
 29,1700,+28,5.000000 
 29,1700,+31,9.000000 
 29,1700,+34,9.000000 
 29,1700,+37,1.000000 
 29,1700,+40,339.000000 
 29,1700,+43,352.000000 
 29,1700,+46,8.000000 
 29,2000,+4,21.000000 
 29,2000,+7,54.000000 
 29,2000,+10,201.000000 
 29,2000,+13,220.000000 
 29,2000,+16,178.000000 
 29,2000,+19,313.000000 
 29,2000,+22,64.000000 
 29,2000,+25,14.000000 
 29,2000,+28,22.000000 
 29,2000,+31,12.000000 
 29,2000,+34,343.000000 
 29,2000,+37,343.000000 
 29,2000,+40,341.000000 
 29,2000,+43,15.000000 
 29,2000,+46,76.000000 
 29,2000,+49,52.000000 
 29,2000,+52,51.000000 
 29,2000,+55,60.000000 
 29,2000,+58,319.000000 
 29,2000,+61,311.000000 
 29,2000,+64,352.000000 
 29,2000,+67,34.000000 
 29,2300,+4,54.000000 
 29,2300,+7,201.000000 
 29,2300,+10,220.000000 
 29,2300,+13,178.000000 
 29,2300,+16,313.000000 
 29,2300,+19,64.000000 
 29,2300,+22,14.000000 
 29,2300,+25,22.000000 
 29,2300,+28,12.000000 
 29,2300,+31,343.000000 
 29,2300,+34,343.000000 
 29,2300,+37,341.000000 
 29,2300,+40,15.000000 
 29,2300,+43,76.000000 
 29,2300,+46,52.000000 
 29,2300,+49,51.000000 
 29,2300,+52,60.000000 
 29,2300,+55,319.000000 
 29,2300,+58,311.000000 
 29,2300,+61,352.000000 
 29,2300,+64,34.000000 
 30,0200,+4,201.000000 
 30,0200,+7,220.000000 
 30,0200,+10,178.000000 
 30,0200,+13,313.000000 
 30,0200,+16,64.000000 
 30,0200,+19,14.000000 
 30,0200,+22,22.000000 
 30,0200,+25,12.000000 
 30,0200,+28,343.000000 
 30,0200,+31,343.000000 
 30,0200,+34,341.000000 
 30,0200,+37,15.000000 
 30,0200,+40,76.000000 
 30,0200,+43,52.000000 
 30,0200,+46,51.000000 
 30,0200,+49,60.000000 
 30,0200,+52,319.000000 
 30,0200,+55,311.000000 
 30,0200,+58,352.000000 
 30,0200,+61,34.000000 
 30,0500,+4,220.000000 
 30,0500,+7,178.000000 
 30,0500,+10,313.000000 
 30,0500,+13,64.000000 
 30,0500,+16,14.000000 
 30,0500,+19,22.000000 
 30,0500,+22,12.000000 
 30,0500,+25,343.000000 
 30,0500,+28,343.000000 
 30,0500,+31,341.000000 
 30,0500,+34,15.000000 
 30,0500,+37,76.000000 
 30,0500,+40,52.000000 
 30,0500,+43,51.000000 
 30,0500,+46,60.000000 
 30,0500,+49,319.000000 
 30,0500,+52,311.000000 
 30,0500,+55,352.000000 
 30,0500,+58,34.000000 
 30,0800,+4,186.000000 
 30,0800,+7,135.000000 
 30,0800,+10,78.000000 
 30,0800,+13,8.000000 
 30,0800,+16,359.000000 
 30,0800,+19,360.000000 
 30,0800,+22,359.000000 
 30,0800,+25,8.000000 
 30,0800,+28,353.000000 
 30,0800,+31,38.000000 
 30,0800,+34,54.000000 
 30,0800,+37,38.000000 
 30,0800,+40,46.000000 
 30,0800,+43,66.000000 
 30,0800,+46,312.000000 
 30,0800,+49,316.000000 
 30,0800,+52,326.000000 
 30,0800,+55,9.000000 
 30,1100,+4,135.000000 
 30,1100,+7,78.000000 
 30,1100,+10,8.000000 
 30,1100,+13,359.000000 
 30,1100,+16,360.000000 
 30,1100,+19,359.000000 
 30,1100,+22,8.000000 
 30,1100,+25,353.000000 
 30,1100,+28,38.000000 
 30,1100,+31,54.000000 
 30,1100,+34,38.000000 
 30,1100,+37,46.000000 
 30,1100,+40,66.000000 
 30,1100,+43,312.000000 
 30,1100,+46,316.000000 
 30,1100,+49,326.000000 
 30,1100,+52,9.000000 
 30,1400,+4,78.000000 
 30,1400,+7,8.000000 
 30,1400,+10,359.000000 
 30,1400,+13,360.000000 
 30,1400,+16,359.000000 
 30,1400,+19,8.000000 
 30,1400,+22,353.000000 
 30,1400,+25,38.000000 
 30,1400,+28,54.000000 
 30,1400,+31,38.000000 
 30,1400,+34,46.000000 
 30,1400,+37,66.000000 
 30,1400,+40,312.000000 
 30,1400,+43,316.000000 
 30,1400,+46,326.000000 
 30,1400,+49,9.000000 
 30,1700,+4,8.000000 
 30,1700,+7,359.000000 
 30,1700,+10,360.000000 
 30,1700,+13,359.000000 
 30,1700,+16,8.000000 
 30,1700,+19,353.000000 
 30,1700,+22,38.000000 
 30,1700,+25,54.000000 
 30,1700,+28,38.000000 
 30,1700,+31,46.000000 
 30,1700,+34,66.000000 
 30,1700,+37,312.000000 
 30,1700,+40,316.000000 
 30,1700,+43,326.000000 
 30,1700,+46,9.000000 
 30,2000,+4,24.000000 
 30,2000,+7,2.000000 
 30,2000,+10,346.000000 
 30,2000,+13,352.000000 
 30,2000,+16,354.000000 
 30,2000,+19,73.000000 
 30,2000,+22,42.000000 
 30,2000,+25,35.000000 
 30,2000,+28,46.000000 
 30,2000,+31,55.000000 
 30,2000,+34,314.000000 
 30,2000,+37,319.000000 
 30,2000,+40,326.000000 
 30,2000,+43,336.000000 
 30,2000,+46,114.000000 
 30,2000,+49,155.000000 
 30,2000,+52,122.000000 
 30,2000,+55,97.000000 
 30,2000,+58,296.000000 
 30,2000,+61,297.000000 
 30,2000,+64,301.000000 
 30,2000,+67,320.000000 
 30,2300,+4,2.000000 
 30,2300,+7,346.000000 
 30,2300,+10,352.000000 
 30,2300,+13,354.000000 
 30,2300,+16,73.000000 
 30,2300,+19,42.000000 
 30,2300,+22,35.000000 
 30,2300,+25,46.000000 
 30,2300,+28,55.000000 
 30,2300,+31,314.000000 
 30,2300,+34,319.000000 
 30,2300,+37,326.000000 
 30,2300,+40,336.000000 
 30,2300,+43,114.000000 
 30,2300,+46,155.000000 
 30,2300,+49,122.000000 
 30,2300,+52,97.000000 
 30,2300,+55,296.000000 
 30,2300,+58,297.000000 
 30,2300,+61,301.000000 
 30,2300,+64,320.000000 
 31,0200,+4,346.000000 
 31,0200,+7,352.000000 
 31,0200,+10,354.000000 
 31,0200,+13,73.000000 
 31,0200,+16,42.000000 
 31,0200,+19,35.000000 
 31,0200,+22,46.000000 
 31,0200,+25,55.000000 
 31,0200,+28,314.000000 
 31,0200,+31,319.000000 
 31,0200,+34,326.000000 
 31,0200,+37,336.000000 
 31,0200,+40,114.000000 
 31,0200,+43,155.000000 
 31,0200,+46,122.000000 
 31,0200,+49,97.000000 
 31,0200,+52,296.000000 
 31,0200,+55,297.000000 
 31,0200,+58,301.000000 
 31,0200,+61,320.000000 
 31,0500,+4,352.000000 
 31,0500,+7,354.000000 
 31,0500,+10,73.000000 
 31,0500,+13,42.000000 
 31,0500,+16,35.000000 
 31,0500,+19,46.000000 
 31,0500,+22,55.000000 
 31,0500,+25,314.000000 
 31,0500,+28,319.000000 
 31,0500,+31,326.000000 
 31,0500,+34,336.000000 
 31,0500,+37,114.000000 
 31,0500,+40,155.000000 
 31,0500,+43,122.000000 
 31,0500,+46,97.000000 
 31,0500,+49,296.000000 
 31,0500,+52,297.000000 
 31,0500,+55,301.000000 
 31,0500,+58,320.000000 
 31,0800,+4,354.000000 
 31,0800,+7,73.000000 
 31,0800,+10,42.000000 
 31,0800,+13,35.000000 
 31,0800,+16,46.000000 
 31,0800,+19,55.000000 
 31,0800,+22,314.000000 
 31,0800,+25,319.000000 
 31,0800,+28,326.000000 
 31,0800,+31,336.000000 
 31,0800,+34,114.000000 
 31,0800,+37,155.000000 
 31,0800,+40,122.000000 
 31,0800,+43,97.000000 
 31,0800,+46,296.000000 
 31,0800,+49,297.000000 
 31,0800,+52,301.000000 
 31,0800,+55,320.000000 
 31,1100,+4,73.000000 
 31,1100,+7,42.000000 
 31,1100,+10,35.000000 
 31,1100,+13,46.000000 
 31,1100,+16,55.000000 
 31,1100,+19,314.000000 
 31,1100,+22,319.000000 
 31,1100,+25,326.000000 
 31,1100,+28,336.000000 
 31,1100,+31,114.000000 
 31,1100,+34,155.000000 
 31,1100,+37,122.000000 
 31,1100,+40,97.000000 
 31,1100,+43,296.000000 
 31,1100,+46,297.000000 
 31,1100,+49,301.000000 
 31,1100,+52,320.000000 
 31,1400,+4,42.000000 
 31,1400,+7,35.000000 
 31,1400,+10,46.000000 
 31,1400,+13,55.000000 
 31,1400,+16,314.000000 
 31,1400,+19,319.000000 
 31,1400,+22,326.000000 
 31,1400,+25,336.000000 
 31,1400,+28,114.000000 
 31,1400,+31,155.000000 
 31,1400,+34,122.000000 
 31,1400,+37,97.000000 
 31,1400,+40,296.000000 
 31,1400,+43,297.000000 
 31,1400,+46,301.000000 
 31,1400,+49,320.000000 
 31,1700,+4,35.000000 
 31,1700,+7,46.000000 
 31,1700,+10,55.000000 
 31,1700,+13,314.000000 
 31,1700,+16,319.000000 
 31,1700,+19,326.000000 
 31,1700,+22,336.000000 
 31,1700,+25,114.000000 
 31,1700,+28,155.000000 
 31,1700,+31,122.000000 
 31,1700,+34,97.000000 
 31,1700,+37,296.000000 
 31,1700,+40,297.000000 
 31,1700,+43,301.000000 
 31,1700,+46,320.000000 
 31,2000,+4,80.000000 
 31,2000,+7,98.000000 
 31,2000,+10,321.000000 
 31,2000,+13,316.000000 
 31,2000,+16,314.000000 
 31,2000,+19,333.000000 
 31,2000,+22,11.000000 
 31,2000,+25,44.000000 
 31,2000,+28,54.000000 
 31,2000,+31,122.000000 
 31,2000,+34,279.000000 
 31,2000,+37,286.000000 
 31,2000,+40,319.000000 
 31,2000,+43,342.000000 
 31,2000,+46,45.000000 
 31,2000,+49,156.000000 
 31,2000,+52,148.000000 
 31,2000,+55,185.000000 
 31,2000,+58,268.000000 
 31,2000,+61,299.000000 
 31,2000,+64,314.000000 
 31,2000,+67,324.000000 
 31,2300,+4,98.000000 
 31,2300,+7,321.000000 
 31,2300,+10,316.000000 
 31,2300,+13,314.000000 
 31,2300,+16,333.000000 
 31,2300,+19,11.000000 
 31,2300,+22,44.000000 
 31,2300,+25,54.000000 
 31,2300,+28,122.000000 
 31,2300,+31,279.000000 
 31,2300,+34,286.000000 
 31,2300,+37,319.000000 
 31,2300,+40,342.000000 
 31,2300,+43,45.000000 
 31,2300,+46,156.000000 
 31,2300,+49,148.000000 
 31,2300,+52,185.000000 
 31,2300,+55,268.000000 
 31,2300,+58,299.000000 
 31,2300,+61,314.000000 
 31,2300,+64,324.000000 
 Start : 20170901 
 1,0200,+4,321.000000 
 1,0200,+7,316.000000 
 1,0200,+10,314.000000 
 1,0200,+13,333.000000 
 1,0200,+16,11.000000 
 1,0200,+19,44.000000 
 1,0200,+22,54.000000 
 1,0200,+25,122.000000 
 1,0200,+28,279.000000 
 1,0200,+31,286.000000 
 1,0200,+34,319.000000 
 1,0200,+37,342.000000 
 1,0200,+40,45.000000 
 1,0200,+43,156.000000 
 1,0200,+46,148.000000 
 1,0200,+49,185.000000 
 1,0200,+52,268.000000 
 1,0200,+55,299.000000 
 1,0200,+58,314.000000 
 1,0200,+61,324.000000 
 1,0500,+4,316.000000 
 1,0500,+7,314.000000 
 1,0500,+10,333.000000 
 1,0500,+13,11.000000 
 1,0500,+16,44.000000 
 1,0500,+19,54.000000 
 1,0500,+22,122.000000 
 1,0500,+25,279.000000 
 1,0500,+28,286.000000 
 1,0500,+31,319.000000 
 1,0500,+34,342.000000 
 1,0500,+37,45.000000 
 1,0500,+40,156.000000 
 1,0500,+43,148.000000 
 1,0500,+46,185.000000 
 1,0500,+49,268.000000 
 1,0500,+52,299.000000 
 1,0500,+55,314.000000 
 1,0500,+58,324.000000 
 1,0800,+4,324.000000 
 1,0800,+7,333.000000 
 1,0800,+10,358.000000 
 1,0800,+13,17.000000 
 1,0800,+16,28.000000 
 1,0800,+19,96.000000 
 1,0800,+22,289.000000 
 1,0800,+25,301.000000 
 1,0800,+28,316.000000 
 1,0800,+31,7.000000 
 1,0800,+34,111.000000 
 1,0800,+37,138.000000 
 1,0800,+40,116.000000 
 1,0800,+43,136.000000 
 1,0800,+46,273.000000 
 1,0800,+49,310.000000 
 1,0800,+52,318.000000 
 1,0800,+55,358.000000 
 1,1100,+4,333.000000 
 1,1100,+7,358.000000 
 1,1100,+10,17.000000 
 1,1100,+13,28.000000 
 1,1100,+16,96.000000 
 1,1100,+19,289.000000 
 1,1100,+22,301.000000 
 1,1100,+25,316.000000 
 1,1100,+28,7.000000 
 1,1100,+31,111.000000 
 1,1100,+34,138.000000 
 1,1100,+37,116.000000 
 1,1100,+40,136.000000 
 1,1100,+43,273.000000 
 1,1100,+46,310.000000 
 1,1100,+49,318.000000 
 1,1100,+52,358.000000 
 1,1400,+4,358.000000 
 1,1400,+7,17.000000 
 1,1400,+10,28.000000 
 1,1400,+13,96.000000 
 1,1400,+16,289.000000 
 1,1400,+19,301.000000 
 1,1400,+22,316.000000 
 1,1400,+25,7.000000 
 1,1400,+28,111.000000 
 1,1400,+31,138.000000 
 1,1400,+34,116.000000 
 1,1400,+37,136.000000 
 1,1400,+40,273.000000 
 1,1400,+43,310.000000 
 1,1400,+46,318.000000 
 1,1400,+49,358.000000 
 1,1700,+4,17.000000 
 1,1700,+7,28.000000 
 1,1700,+10,96.000000 
 1,1700,+13,289.000000 
 1,1700,+16,301.000000 
 1,1700,+19,316.000000 
 1,1700,+22,7.000000 
 1,1700,+25,111.000000 
 1,1700,+28,138.000000 
 1,1700,+31,116.000000 
 1,1700,+34,136.000000 
 1,1700,+37,273.000000 
 1,1700,+40,310.000000 
 1,1700,+43,318.000000 
 1,1700,+46,358.000000 
 1,2000,+4,124.000000 
 1,2000,+7,90.000000 
 1,2000,+10,304.000000 
 1,2000,+13,310.000000 
 1,2000,+16,307.000000 
 1,2000,+19,352.000000 
 1,2000,+22,60.000000 
 1,2000,+25,146.000000 
 1,2000,+28,128.000000 
 1,2000,+31,158.000000 
 1,2000,+34,274.000000 
 1,2000,+37,287.000000 
 1,2000,+40,329.000000 
 1,2000,+43,37.000000 
 1,2000,+46,120.000000 
 1,2000,+49,132.000000 
 1,2000,+52,127.000000 
 1,2000,+55,141.000000 
 1,2000,+58,225.000000 
 1,2000,+61,322.000000 
 1,2000,+64,348.000000 
 1,2000,+67,71.000000 
 1,2300,+4,90.000000 
 1,2300,+7,304.000000 
 1,2300,+10,310.000000 
 1,2300,+13,307.000000 
 1,2300,+16,352.000000 
 1,2300,+19,60.000000 
 1,2300,+22,146.000000 
 1,2300,+25,128.000000 
 1,2300,+28,158.000000 
 1,2300,+31,274.000000 
 1,2300,+34,287.000000 
 1,2300,+37,329.000000 
 1,2300,+40,37.000000 
 1,2300,+43,120.000000 
 1,2300,+46,132.000000 
 1,2300,+49,127.000000 
 1,2300,+52,141.000000 
 1,2300,+55,225.000000 
 1,2300,+58,322.000000 
 1,2300,+61,348.000000 
 1,2300,+64,71.000000 
 2,0200,+4,304.000000 
 2,0200,+7,310.000000 
 2,0200,+10,307.000000 
 2,0200,+13,352.000000 
 2,0200,+16,60.000000 
 2,0200,+19,146.000000 
 2,0200,+22,128.000000 
 2,0200,+25,158.000000 
 2,0200,+28,274.000000 
 2,0200,+31,287.000000 
 2,0200,+34,329.000000 
 2,0200,+37,37.000000 
 2,0200,+40,120.000000 
 2,0200,+43,132.000000 
 2,0200,+46,127.000000 
 2,0200,+49,141.000000 
 2,0200,+52,225.000000 
 2,0200,+55,322.000000 
 2,0200,+58,348.000000 
 2,0200,+61,71.000000 
 2,0500,+4,310.000000 
 2,0500,+7,307.000000 
 2,0500,+10,352.000000 
 2,0500,+13,60.000000 
 2,0500,+16,146.000000 
 2,0500,+19,128.000000 
 2,0500,+22,158.000000 
 2,0500,+25,274.000000 
 2,0500,+28,287.000000 
 2,0500,+31,329.000000 
 2,0500,+34,37.000000 
 2,0500,+37,120.000000 
 2,0500,+40,132.000000 
 2,0500,+43,127.000000 
 2,0500,+46,141.000000 
 2,0500,+49,225.000000 
 2,0500,+52,322.000000 
 2,0500,+55,348.000000 
 2,0500,+58,71.000000 
 2,0800,+4,318.000000 
 2,0800,+7,358.000000 
 2,0800,+10,54.000000 
 2,0800,+13,151.000000 
 2,0800,+16,135.000000 
 2,0800,+19,152.000000 
 2,0800,+22,270.000000 
 2,0800,+25,307.000000 
 2,0800,+28,331.000000 
 2,0800,+31,23.000000 
 2,0800,+34,61.000000 
 2,0800,+37,122.000000 
 2,0800,+40,112.000000 
 2,0800,+43,135.000000 
 2,0800,+46,202.000000 
 2,0800,+49,344.000000 
 2,0800,+52,36.000000 
 2,0800,+55,73.000000 
 2,1100,+4,358.000000 
 2,1100,+7,54.000000 
 2,1100,+10,151.000000 
 2,1100,+13,135.000000 
 2,1100,+16,152.000000 
 2,1100,+19,270.000000 
 2,1100,+22,307.000000 
 2,1100,+25,331.000000 
 2,1100,+28,23.000000 
 2,1100,+31,61.000000 
 2,1100,+34,122.000000 
 2,1100,+37,112.000000 
 2,1100,+40,135.000000 
 2,1100,+43,202.000000 
 2,1100,+46,344.000000 
 2,1100,+49,36.000000 
 2,1100,+52,73.000000 
 2,1400,+4,54.000000 
 2,1400,+7,151.000000 
 2,1400,+10,135.000000 
 2,1400,+13,152.000000 
 2,1400,+16,270.000000 
 2,1400,+19,307.000000 
 2,1400,+22,331.000000 
 2,1400,+25,23.000000 
 2,1400,+28,61.000000 
 2,1400,+31,122.000000 
 2,1400,+34,112.000000 
