 format: day,hour,forecast,value  location:53_120 Start : 20170701 
 19,1400,+7,358.000000 
 19,1400,+10,331.000000 
 19,1400,+13,329.000000 
 19,1400,+16,283.000000 
 19,1400,+19,282.000000 
 19,1400,+22,304.000000 
 19,1400,+25,353.000000 
 19,1400,+28,357.000000 
 19,1400,+31,345.000000 
 19,1400,+34,339.000000 
 19,1400,+37,342.000000 
 19,1400,+40,300.000000 
 19,1400,+43,286.000000 
 19,1400,+46,287.000000 
 19,1400,+49,351.000000 
 19,1700,+4,358.000000 
 19,1700,+7,331.000000 
 19,1700,+10,329.000000 
 19,1700,+13,283.000000 
 19,1700,+16,282.000000 
 19,1700,+19,304.000000 
 19,1700,+22,353.000000 
 19,1700,+25,357.000000 
 19,1700,+28,345.000000 
 19,1700,+31,339.000000 
 19,1700,+34,342.000000 
 19,1700,+37,300.000000 
 19,1700,+40,286.000000 
 19,1700,+43,287.000000 
 19,1700,+46,351.000000 
 19,2000,+4,331.000000 
 19,2000,+7,329.000000 
 19,2000,+10,283.000000 
 19,2000,+13,282.000000 
 19,2000,+16,304.000000 
 19,2000,+19,353.000000 
 19,2000,+22,357.000000 
 19,2000,+25,345.000000 
 19,2000,+28,339.000000 
 19,2000,+31,342.000000 
 19,2000,+34,300.000000 
 19,2000,+37,286.000000 
 19,2000,+40,287.000000 
 19,2000,+43,351.000000 
 19,2000,+46,360.000000 
 19,2000,+49,28.000000 
 19,2000,+52,141.000000 
 19,2000,+55,186.000000 
 19,2000,+58,186.000000 
 19,2000,+61,186.000000 
 19,2000,+64,186.000000 
 19,2000,+67,186.000000 
 19,2300,+4,329.000000 
 19,2300,+7,283.000000 
 19,2300,+10,282.000000 
 19,2300,+13,304.000000 
 19,2300,+16,353.000000 
 19,2300,+19,357.000000 
 19,2300,+22,345.000000 
 19,2300,+25,339.000000 
 19,2300,+28,342.000000 
 19,2300,+31,300.000000 
 19,2300,+34,286.000000 
 19,2300,+37,287.000000 
 19,2300,+40,351.000000 
 19,2300,+43,360.000000 
 19,2300,+46,28.000000 
 19,2300,+49,141.000000 
 19,2300,+52,186.000000 
 19,2300,+55,186.000000 
 19,2300,+58,186.000000 
 19,2300,+61,186.000000 
 19,2300,+64,186.000000 
 20,0200,+4,283.000000 
 20,0200,+7,282.000000 
 20,0200,+10,304.000000 
 20,0200,+13,353.000000 
 20,0200,+16,357.000000 
 20,0200,+19,345.000000 
 20,0200,+22,339.000000 
 20,0200,+25,342.000000 
 20,0200,+28,300.000000 
 20,0200,+31,286.000000 
 20,0200,+34,287.000000 
 20,0200,+37,351.000000 
 20,0200,+40,360.000000 
 20,0200,+43,28.000000 
 20,0200,+46,141.000000 
 20,0200,+49,186.000000 
 20,0200,+52,186.000000 
 20,0200,+55,186.000000 
 20,0200,+58,186.000000 
 20,0200,+61,186.000000 
 20,0500,+4,282.000000 
 20,0500,+7,304.000000 
 20,0500,+10,353.000000 
 20,0500,+13,357.000000 
 20,0500,+16,345.000000 
 20,0500,+19,339.000000 
 20,0500,+22,342.000000 
 20,0500,+25,300.000000 
 20,0500,+28,286.000000 
 20,0500,+31,287.000000 
 20,0500,+34,351.000000 
 20,0500,+37,360.000000 
 20,0500,+40,28.000000 
 20,0500,+43,141.000000 
 20,0500,+46,186.000000 
 20,0500,+49,186.000000 
 20,0500,+52,186.000000 
 20,0500,+55,186.000000 
 20,0500,+58,186.000000 
 20,0800,+4,329.000000 
 20,0800,+7,344.000000 
 20,0800,+10,345.000000 
 20,0800,+13,342.000000 
 20,0800,+16,349.000000 
 20,0800,+19,346.000000 
 20,0800,+22,272.000000 
 20,0800,+25,272.000000 
 20,0800,+28,295.000000 
 20,0800,+31,281.000000 
 20,0800,+34,225.000000 
 20,0800,+37,189.000000 
 20,0800,+40,173.000000 
 20,0800,+43,185.000000 
 20,0800,+46,194.000000 
 20,0800,+49,193.000000 
 20,0800,+52,183.000000 
 20,0800,+55,194.000000 
 20,1100,+4,344.000000 
 20,1100,+7,345.000000 
 20,1100,+10,342.000000 
 20,1100,+13,349.000000 
 20,1100,+16,346.000000 
 20,1100,+19,272.000000 
 20,1100,+22,272.000000 
 20,1100,+25,295.000000 
 20,1100,+28,281.000000 
 20,1100,+31,225.000000 
 20,1100,+34,189.000000 
 20,1100,+37,173.000000 
 20,1100,+40,185.000000 
 20,1100,+43,194.000000 
 20,1100,+46,193.000000 
 20,1100,+49,183.000000 
 20,1100,+52,194.000000 
 20,1400,+4,345.000000 
 20,1400,+7,342.000000 
 20,1400,+10,349.000000 
 20,1400,+13,346.000000 
 20,1400,+16,272.000000 
 20,1400,+19,272.000000 
 20,1400,+22,295.000000 
 20,1400,+25,281.000000 
 20,1400,+28,225.000000 
 20,1400,+31,189.000000 
 20,1400,+34,173.000000 
 20,1400,+37,185.000000 
 20,1400,+40,194.000000 
 20,1400,+43,193.000000 
 20,1400,+46,183.000000 
 20,1400,+49,194.000000 
 20,1700,+4,342.000000 
 20,1700,+7,349.000000 
 20,1700,+10,346.000000 
 20,1700,+13,272.000000 
 20,1700,+16,272.000000 
 20,1700,+19,295.000000 
 20,1700,+22,281.000000 
 20,1700,+25,225.000000 
 20,1700,+28,189.000000 
 20,1700,+31,173.000000 
 20,1700,+34,185.000000 
 20,1700,+37,194.000000 
 20,1700,+40,193.000000 
 20,1700,+43,183.000000 
 20,1700,+46,194.000000 
 20,2000,+4,349.000000 
 20,2000,+7,346.000000 
 20,2000,+10,272.000000 
 20,2000,+13,272.000000 
 20,2000,+16,295.000000 
 20,2000,+19,281.000000 
 20,2000,+22,225.000000 
 20,2000,+25,189.000000 
 20,2000,+28,173.000000 
 20,2000,+31,185.000000 
 20,2000,+34,194.000000 
 20,2000,+37,193.000000 
 20,2000,+40,183.000000 
 20,2000,+43,194.000000 
 20,2000,+46,197.000000 
 20,2000,+49,227.000000 
 20,2000,+52,301.000000 
 20,2000,+55,211.000000 
 20,2000,+58,195.000000 
 20,2000,+61,277.000000 
 20,2000,+64,307.000000 
 20,2000,+67,336.000000 
 20,2300,+4,346.000000 
 20,2300,+7,272.000000 
 20,2300,+10,272.000000 
 20,2300,+13,295.000000 
 20,2300,+16,281.000000 
 20,2300,+19,225.000000 
 20,2300,+22,189.000000 
 20,2300,+25,173.000000 
 20,2300,+28,185.000000 
 20,2300,+31,194.000000 
 20,2300,+34,193.000000 
 20,2300,+37,183.000000 
 20,2300,+40,194.000000 
 20,2300,+43,197.000000 
 20,2300,+46,227.000000 
 20,2300,+49,301.000000 
 20,2300,+52,211.000000 
 20,2300,+55,195.000000 
 20,2300,+58,277.000000 
 20,2300,+61,307.000000 
 20,2300,+64,336.000000 
 21,0200,+4,272.000000 
 21,0200,+7,272.000000 
 21,0200,+10,295.000000 
 21,0200,+13,281.000000 
 21,0200,+16,225.000000 
 21,0200,+19,189.000000 
 21,0200,+22,173.000000 
 21,0200,+25,185.000000 
 21,0200,+28,194.000000 
 21,0200,+31,193.000000 
 21,0200,+34,183.000000 
 21,0200,+37,194.000000 
 21,0200,+40,197.000000 
 21,0200,+43,227.000000 
 21,0200,+46,301.000000 
 21,0200,+49,211.000000 
 21,0200,+52,195.000000 
 21,0200,+55,277.000000 
 21,0200,+58,307.000000 
 21,0200,+61,336.000000 
 21,0500,+4,272.000000 
 21,0500,+7,295.000000 
 21,0500,+10,281.000000 
 21,0500,+13,225.000000 
 21,0500,+16,189.000000 
 21,0500,+19,173.000000 
 21,0500,+22,185.000000 
 21,0500,+25,194.000000 
 21,0500,+28,193.000000 
 21,0500,+31,183.000000 
 21,0500,+34,194.000000 
 21,0500,+37,197.000000 
 21,0500,+40,227.000000 
 21,0500,+43,301.000000 
 21,0500,+46,211.000000 
 21,0500,+49,195.000000 
 21,0500,+52,277.000000 
 21,0500,+55,307.000000 
 21,0500,+58,336.000000 
 21,0800,+4,295.000000 
 21,0800,+7,281.000000 
 21,0800,+10,225.000000 
 21,0800,+13,189.000000 
 21,0800,+16,173.000000 
 21,0800,+19,185.000000 
 21,0800,+22,194.000000 
 21,0800,+25,193.000000 
 21,0800,+28,183.000000 
 21,0800,+31,194.000000 
 21,0800,+34,197.000000 
 21,0800,+37,227.000000 
 21,0800,+40,301.000000 
 21,0800,+43,211.000000 
 21,0800,+46,195.000000 
 21,0800,+49,277.000000 
 21,0800,+52,307.000000 
 21,0800,+55,336.000000 
 21,1100,+4,281.000000 
 21,1100,+7,225.000000 
 21,1100,+10,189.000000 
 21,1100,+13,173.000000 
 21,1100,+16,185.000000 
 21,1100,+19,194.000000 
 21,1100,+22,193.000000 
 21,1100,+25,183.000000 
 21,1100,+28,194.000000 
 21,1100,+31,197.000000 
 21,1100,+34,227.000000 
 21,1100,+37,301.000000 
 21,1100,+40,211.000000 
 21,1100,+43,195.000000 
 21,1100,+46,277.000000 
 21,1100,+49,307.000000 
 21,1100,+52,336.000000 
 21,1400,+4,225.000000 
 21,1400,+7,189.000000 
 21,1400,+10,173.000000 
 21,1400,+13,185.000000 
 21,1400,+16,194.000000 
 21,1400,+19,193.000000 
 21,1400,+22,183.000000 
 21,1400,+25,194.000000 
 21,1400,+28,197.000000 
 21,1400,+31,227.000000 
 21,1400,+34,301.000000 
 21,1400,+37,211.000000 
 21,1400,+40,195.000000 
 21,1400,+43,277.000000 
 21,1400,+46,307.000000 
 21,1400,+49,336.000000 
 21,1700,+4,189.000000 
 21,1700,+7,173.000000 
 21,1700,+10,185.000000 
 21,1700,+13,194.000000 
 21,1700,+16,193.000000 
 21,1700,+19,183.000000 
 21,1700,+22,194.000000 
 21,1700,+25,197.000000 
 21,1700,+28,227.000000 
 21,1700,+31,301.000000 
 21,1700,+34,211.000000 
 21,1700,+37,195.000000 
 21,1700,+40,277.000000 
 21,1700,+43,307.000000 
 21,1700,+46,336.000000 
 21,2000,+4,173.000000 
 21,2000,+7,185.000000 
 21,2000,+10,194.000000 
 21,2000,+13,193.000000 
 21,2000,+16,183.000000 
 21,2000,+19,194.000000 
 21,2000,+22,197.000000 
 21,2000,+25,227.000000 
 21,2000,+28,301.000000 
 21,2000,+31,211.000000 
 21,2000,+34,195.000000 
 21,2000,+37,277.000000 
 21,2000,+40,307.000000 
 21,2000,+43,336.000000 
 21,2000,+46,336.000000 
 21,2000,+49,336.000000 
 21,2000,+52,336.000000 
 21,2000,+55,336.000000 
 21,2000,+58,336.000000 
 21,2000,+61,336.000000 
 21,2000,+64,336.000000 
 21,2000,+67,336.000000 
 21,2300,+4,185.000000 
 21,2300,+7,194.000000 
 21,2300,+10,193.000000 
 21,2300,+13,183.000000 
 21,2300,+16,194.000000 
 21,2300,+19,197.000000 
 21,2300,+22,227.000000 
 21,2300,+25,301.000000 
 21,2300,+28,211.000000 
 21,2300,+31,195.000000 
 21,2300,+34,277.000000 
 21,2300,+37,307.000000 
 21,2300,+40,336.000000 
 21,2300,+43,336.000000 
 21,2300,+46,336.000000 
 21,2300,+49,336.000000 
 21,2300,+52,336.000000 
 21,2300,+55,336.000000 
 21,2300,+58,336.000000 
 21,2300,+61,336.000000 
 21,2300,+64,336.000000 
 22,0200,+4,194.000000 
 22,0200,+7,193.000000 
 22,0200,+10,183.000000 
 22,0200,+13,194.000000 
 22,0200,+16,197.000000 
 22,0200,+19,227.000000 
 22,0200,+22,301.000000 
 22,0200,+25,211.000000 
 22,0200,+28,195.000000 
 22,0200,+31,277.000000 
 22,0200,+34,307.000000 
 22,0200,+37,336.000000 
 22,0200,+40,336.000000 
 22,0200,+43,336.000000 
 22,0200,+46,336.000000 
 22,0200,+49,336.000000 
 22,0200,+52,336.000000 
 22,0200,+55,336.000000 
 22,0200,+58,336.000000 
 22,0200,+61,336.000000 
 22,0500,+4,193.000000 
 22,0500,+7,183.000000 
 22,0500,+10,194.000000 
 22,0500,+13,197.000000 
 22,0500,+16,227.000000 
 22,0500,+19,301.000000 
 22,0500,+22,211.000000 
 22,0500,+25,195.000000 
 22,0500,+28,277.000000 
 22,0500,+31,307.000000 
 22,0500,+34,336.000000 
 22,0500,+37,336.000000 
 22,0500,+40,336.000000 
 22,0500,+43,336.000000 
 22,0500,+46,336.000000 
 22,0500,+49,336.000000 
 22,0500,+52,336.000000 
 22,0500,+55,336.000000 
 22,0500,+58,336.000000 
 22,0800,+4,188.000000 
 22,0800,+7,193.000000 
 22,0800,+10,205.000000 
 22,0800,+13,202.000000 
 22,0800,+16,180.000000 
 22,0800,+19,211.000000 
 22,0800,+22,231.000000 
 22,0800,+25,208.000000 
 22,0800,+28,200.000000 
 22,0800,+31,147.000000 
 22,0800,+34,252.000000 
 22,0800,+37,59.000000 
 22,0800,+40,7.000000 
 22,0800,+43,10.000000 
 22,0800,+46,306.000000 
 22,0800,+49,353.000000 
 22,0800,+52,9.000000 
 22,0800,+55,356.000000 
 22,1100,+4,193.000000 
 22,1100,+7,205.000000 
 22,1100,+10,202.000000 
 22,1100,+13,180.000000 
 22,1100,+16,211.000000 
 22,1100,+19,231.000000 
 22,1100,+22,208.000000 
 22,1100,+25,200.000000 
 22,1100,+28,147.000000 
 22,1100,+31,252.000000 
 22,1100,+34,59.000000 
 22,1100,+37,7.000000 
 22,1100,+40,10.000000 
 22,1100,+43,306.000000 
 22,1100,+46,353.000000 
 22,1100,+49,9.000000 
 22,1100,+52,356.000000 
 22,1400,+4,205.000000 
 22,1400,+7,202.000000 
 22,1400,+10,180.000000 
 22,1400,+13,211.000000 
 22,1400,+16,231.000000 
 22,1400,+19,208.000000 
 22,1400,+22,200.000000 
 22,1400,+25,147.000000 
 22,1400,+28,252.000000 
 22,1400,+31,59.000000 
 22,1400,+34,7.000000 
 22,1400,+37,10.000000 
 22,1400,+40,306.000000 
 22,1400,+43,353.000000 
 22,1400,+46,9.000000 
 22,1400,+49,356.000000 
 22,1700,+4,202.000000 
 22,1700,+7,180.000000 
 22,1700,+10,211.000000 
 22,1700,+13,231.000000 
 22,1700,+16,208.000000 
 22,1700,+19,200.000000 
 22,1700,+22,147.000000 
 22,1700,+25,252.000000 
 22,1700,+28,59.000000 
 22,1700,+31,7.000000 
 22,1700,+34,10.000000 
 22,1700,+37,306.000000 
 22,1700,+40,353.000000 
 22,1700,+43,9.000000 
 22,1700,+46,356.000000 
 22,2000,+4,180.000000 
 22,2000,+7,211.000000 
 22,2000,+10,231.000000 
 22,2000,+13,208.000000 
 22,2000,+16,200.000000 
 22,2000,+19,147.000000 
 22,2000,+22,252.000000 
 22,2000,+25,59.000000 
 22,2000,+28,7.000000 
 22,2000,+31,10.000000 
 22,2000,+34,306.000000 
 22,2000,+37,353.000000 
 22,2000,+40,9.000000 
 22,2000,+43,356.000000 
 22,2000,+46,360.000000 
 22,2000,+49,12.000000 
 22,2000,+52,358.000000 
 22,2000,+55,309.000000 
 22,2000,+58,287.000000 
 22,2000,+61,284.000000 
 22,2000,+64,301.000000 
 22,2000,+67,328.000000 
 22,2300,+4,211.000000 
 22,2300,+7,231.000000 
 22,2300,+10,208.000000 
 22,2300,+13,200.000000 
 22,2300,+16,147.000000 
 22,2300,+19,252.000000 
 22,2300,+22,59.000000 
 22,2300,+25,7.000000 
 22,2300,+28,10.000000 
 22,2300,+31,306.000000 
 22,2300,+34,353.000000 
 22,2300,+37,9.000000 
 22,2300,+40,356.000000 
 22,2300,+43,360.000000 
 22,2300,+46,12.000000 
 22,2300,+49,358.000000 
 22,2300,+52,309.000000 
 22,2300,+55,287.000000 
 22,2300,+58,284.000000 
 22,2300,+61,301.000000 
 22,2300,+64,328.000000 
 23,0200,+4,231.000000 
 23,0200,+7,208.000000 
 23,0200,+10,200.000000 
 23,0200,+13,147.000000 
 23,0200,+16,252.000000 
 23,0200,+19,59.000000 
 23,0200,+22,7.000000 
 23,0200,+25,10.000000 
 23,0200,+28,306.000000 
 23,0200,+31,353.000000 
 23,0200,+34,9.000000 
 23,0200,+37,356.000000 
 23,0200,+40,360.000000 
 23,0200,+43,12.000000 
 23,0200,+46,358.000000 
 23,0200,+49,309.000000 
 23,0200,+52,287.000000 
 23,0200,+55,284.000000 
 23,0200,+58,301.000000 
 23,0200,+61,328.000000 
 23,0500,+4,208.000000 
 23,0500,+7,200.000000 
 23,0500,+10,147.000000 
 23,0500,+13,252.000000 
 23,0500,+16,59.000000 
 23,0500,+19,7.000000 
 23,0500,+22,10.000000 
 23,0500,+25,306.000000 
 23,0500,+28,353.000000 
 23,0500,+31,9.000000 
 23,0500,+34,356.000000 
 23,0500,+37,360.000000 
 23,0500,+40,12.000000 
 23,0500,+43,358.000000 
 23,0500,+46,309.000000 
 23,0500,+49,287.000000 
 23,0500,+52,284.000000 
 23,0500,+55,301.000000 
 23,0500,+58,328.000000 
 23,0800,+4,217.000000 
 23,0800,+7,226.000000 
 23,0800,+10,297.000000 
 23,0800,+13,333.000000 
 23,0800,+16,341.000000 
 23,0800,+19,337.000000 
 23,0800,+22,281.000000 
 23,0800,+25,290.000000 
 23,0800,+28,309.000000 
 23,0800,+31,3.000000 
 23,0800,+34,2.000000 
 23,0800,+37,358.000000 
 23,0800,+40,327.000000 
 23,0800,+43,328.000000 
 23,0800,+46,290.000000 
 23,0800,+49,282.000000 
 23,0800,+52,292.000000 
 23,0800,+55,335.000000 
 23,1100,+4,226.000000 
 23,1100,+7,297.000000 
 23,1100,+10,333.000000 
 23,1100,+13,341.000000 
 23,1100,+16,337.000000 
 23,1100,+19,281.000000 
 23,1100,+22,290.000000 
 23,1100,+25,309.000000 
 23,1100,+28,3.000000 
 23,1100,+31,2.000000 
 23,1100,+34,358.000000 
 23,1100,+37,327.000000 
 23,1100,+40,328.000000 
 23,1100,+43,290.000000 
 23,1100,+46,282.000000 
 23,1100,+49,292.000000 
 23,1100,+52,335.000000 
 23,1400,+4,297.000000 
 23,1400,+7,333.000000 
 23,1400,+10,341.000000 
 23,1400,+13,337.000000 
 23,1400,+16,281.000000 
 23,1400,+19,290.000000 
 23,1400,+22,309.000000 
 23,1400,+25,3.000000 
 23,1400,+28,2.000000 
 23,1400,+31,358.000000 
 23,1400,+34,327.000000 
 23,1400,+37,328.000000 
 23,1400,+40,290.000000 
 23,1400,+43,282.000000 
 23,1400,+46,292.000000 
 23,1400,+49,335.000000 
 23,1700,+4,333.000000 
 23,1700,+7,341.000000 
 23,1700,+10,337.000000 
 23,1700,+13,281.000000 
 23,1700,+16,290.000000 
 23,1700,+19,309.000000 
 23,1700,+22,3.000000 
 23,1700,+25,2.000000 
 23,1700,+28,358.000000 
 23,1700,+31,327.000000 
 23,1700,+34,328.000000 
 23,1700,+37,290.000000 
 23,1700,+40,282.000000 
 23,1700,+43,292.000000 
 23,1700,+46,335.000000 
 23,2000,+4,344.000000 
 23,2000,+7,343.000000 
 23,2000,+10,314.000000 
 23,2000,+13,299.000000 
 23,2000,+16,328.000000 
 23,2000,+19,350.000000 
 23,2000,+22,355.000000 
 23,2000,+25,347.000000 
 23,2000,+28,346.000000 
 23,2000,+31,324.000000 
 23,2000,+34,299.000000 
 23,2000,+37,302.000000 
 23,2000,+40,300.000000 
 23,2000,+43,324.000000 
 23,2000,+46,356.000000 
 23,2000,+49,354.000000 
 23,2000,+52,357.000000 
 23,2000,+55,332.000000 
 23,2000,+58,289.000000 
 23,2000,+61,264.000000 
 23,2000,+64,200.000000 
 23,2000,+67,302.000000 
 23,2300,+4,343.000000 
 23,2300,+7,314.000000 
 23,2300,+10,299.000000 
 23,2300,+13,328.000000 
 23,2300,+16,350.000000 
 23,2300,+19,355.000000 
 23,2300,+22,347.000000 
 23,2300,+25,346.000000 
 23,2300,+28,324.000000 
 23,2300,+31,299.000000 
 23,2300,+34,302.000000 
 23,2300,+37,300.000000 
 23,2300,+40,324.000000 
 23,2300,+43,356.000000 
 23,2300,+46,354.000000 
 23,2300,+49,357.000000 
 23,2300,+52,332.000000 
 23,2300,+55,289.000000 
 23,2300,+58,264.000000 
 23,2300,+61,200.000000 
 23,2300,+64,302.000000 
 24,0200,+4,314.000000 
 24,0200,+7,299.000000 
 24,0200,+10,328.000000 
 24,0200,+13,350.000000 
 24,0200,+16,355.000000 
 24,0200,+19,347.000000 
 24,0200,+22,346.000000 
 24,0200,+25,324.000000 
 24,0200,+28,299.000000 
 24,0200,+31,302.000000 
 24,0200,+34,300.000000 
 24,0200,+37,324.000000 
 24,0200,+40,356.000000 
 24,0200,+43,354.000000 
 24,0200,+46,357.000000 
 24,0200,+49,332.000000 
 24,0200,+52,289.000000 
 24,0200,+55,264.000000 
 24,0200,+58,200.000000 
 24,0200,+61,302.000000 
 24,0500,+4,299.000000 
 24,0500,+7,328.000000 
 24,0500,+10,350.000000 
 24,0500,+13,355.000000 
 24,0500,+16,347.000000 
 24,0500,+19,346.000000 
 24,0500,+22,324.000000 
 24,0500,+25,299.000000 
 24,0500,+28,302.000000 
 24,0500,+31,300.000000 
 24,0500,+34,324.000000 
 24,0500,+37,356.000000 
 24,0500,+40,354.000000 
 24,0500,+43,357.000000 
 24,0500,+46,332.000000 
 24,0500,+49,289.000000 
 24,0500,+52,264.000000 
 24,0500,+55,200.000000 
 24,0500,+58,302.000000 
 24,0800,+4,303.000000 
 24,0800,+7,351.000000 
 24,0800,+10,348.000000 
 24,0800,+13,338.000000 
 24,0800,+16,325.000000 
 24,0800,+19,323.000000 
 24,0800,+22,291.000000 
 24,0800,+25,287.000000 
 24,0800,+28,295.000000 
 24,0800,+31,332.000000 
 24,0800,+34,346.000000 
 24,0800,+37,349.000000 
 24,0800,+40,356.000000 
 24,0800,+43,225.000000 
 24,0800,+46,281.000000 
 24,0800,+49,259.000000 
 24,0800,+52,248.000000 
 24,0800,+55,180.000000 
 24,1100,+4,351.000000 
 24,1100,+7,348.000000 
 24,1100,+10,338.000000 
 24,1100,+13,325.000000 
 24,1100,+16,323.000000 
 24,1100,+19,291.000000 
 24,1100,+22,287.000000 
 24,1100,+25,295.000000 
 24,1100,+28,332.000000 
 24,1100,+31,346.000000 
 24,1100,+34,349.000000 
 24,1100,+37,356.000000 
 24,1100,+40,225.000000 
 24,1100,+43,281.000000 
 24,1100,+46,259.000000 
 24,1100,+49,248.000000 
 24,1100,+52,180.000000 
 24,1400,+4,348.000000 
 24,1400,+7,338.000000 
 24,1400,+10,325.000000 
 24,1400,+13,323.000000 
 24,1400,+16,291.000000 
 24,1400,+19,287.000000 
 24,1400,+22,295.000000 
 24,1400,+25,332.000000 
 24,1400,+28,346.000000 
 24,1400,+31,349.000000 
 24,1400,+34,356.000000 
 24,1400,+37,225.000000 
 24,1400,+40,281.000000 
 24,1400,+43,259.000000 
 24,1400,+46,248.000000 
 24,1400,+49,180.000000 
 24,1700,+4,338.000000 
 24,1700,+7,325.000000 
 24,1700,+10,323.000000 
 24,1700,+13,291.000000 
 24,1700,+16,287.000000 
 24,1700,+19,295.000000 
 24,1700,+22,332.000000 
 24,1700,+25,346.000000 
 24,1700,+28,349.000000 
 24,1700,+31,356.000000 
 24,1700,+34,225.000000 
 24,1700,+37,281.000000 
 24,1700,+40,259.000000 
 24,1700,+43,248.000000 
 24,1700,+46,180.000000 
 24,2000,+4,347.000000 
 24,2000,+7,329.000000 
 24,2000,+10,277.000000 
 24,2000,+13,281.000000 
 24,2000,+16,294.000000 
 24,2000,+19,328.000000 
 24,2000,+22,342.000000 
 24,2000,+25,331.000000 
 24,2000,+28,29.000000 
 24,2000,+31,155.000000 
 24,2000,+34,270.000000 
 24,2000,+37,273.000000 
 24,2000,+40,150.000000 
 24,2000,+43,166.000000 
 24,2000,+46,163.000000 
 24,2000,+49,177.000000 
 24,2000,+52,202.000000 
 24,2000,+55,202.000000 
 24,2000,+58,206.000000 
 24,2000,+61,214.000000 
 24,2000,+64,203.000000 
 24,2000,+67,72.000000 
 24,2300,+4,329.000000 
 24,2300,+7,277.000000 
 24,2300,+10,281.000000 
 24,2300,+13,294.000000 
 24,2300,+16,328.000000 
 24,2300,+19,342.000000 
 24,2300,+22,331.000000 
 24,2300,+25,29.000000 
 24,2300,+28,155.000000 
 24,2300,+31,270.000000 
 24,2300,+34,273.000000 
 24,2300,+37,150.000000 
 24,2300,+40,166.000000 
 24,2300,+43,163.000000 
 24,2300,+46,177.000000 
 24,2300,+49,202.000000 
 24,2300,+52,202.000000 
 24,2300,+55,206.000000 
 24,2300,+58,214.000000 
 24,2300,+61,203.000000 
 24,2300,+64,72.000000 
 25,0200,+4,277.000000 
 25,0200,+7,281.000000 
 25,0200,+10,294.000000 
 25,0200,+13,328.000000 
 25,0200,+16,342.000000 
 25,0200,+19,331.000000 
 25,0200,+22,29.000000 
 25,0200,+25,155.000000 
 25,0200,+28,270.000000 
 25,0200,+31,273.000000 
 25,0200,+34,150.000000 
 25,0200,+37,166.000000 
 25,0200,+40,163.000000 
 25,0200,+43,177.000000 
 25,0200,+46,202.000000 
 25,0200,+49,202.000000 
 25,0200,+52,206.000000 
 25,0200,+55,214.000000 
 25,0200,+58,203.000000 
 25,0200,+61,72.000000 
 25,0500,+4,281.000000 
 25,0500,+7,294.000000 
 25,0500,+10,328.000000 
 25,0500,+13,342.000000 
 25,0500,+16,331.000000 
 25,0500,+19,29.000000 
 25,0500,+22,155.000000 
 25,0500,+25,270.000000 
 25,0500,+28,273.000000 
 25,0500,+31,150.000000 
 25,0500,+34,166.000000 
 25,0500,+37,163.000000 
 25,0500,+40,177.000000 
 25,0500,+43,202.000000 
 25,0500,+46,202.000000 
 25,0500,+49,206.000000 
 25,0500,+52,214.000000 
 25,0500,+55,203.000000 
 25,0500,+58,72.000000 
 25,0800,+4,289.000000 
 25,0800,+7,317.000000 
 25,0800,+10,352.000000 
 25,0800,+13,336.000000 
 25,0800,+16,27.000000 
 25,0800,+19,187.000000 
 25,0800,+22,274.000000 
 25,0800,+25,195.000000 
 25,0800,+28,315.000000 
 25,0800,+31,171.000000 
 25,0800,+34,180.000000 
 25,0800,+37,147.000000 
 25,0800,+40,172.000000 
 25,0800,+43,202.000000 
 25,0800,+46,194.000000 
 25,0800,+49,206.000000 
 25,0800,+52,204.000000 
 25,0800,+55,80.000000 
 25,1100,+4,317.000000 
 25,1100,+7,352.000000 
 25,1100,+10,336.000000 
 25,1100,+13,27.000000 
 25,1100,+16,187.000000 
 25,1100,+19,274.000000 
 25,1100,+22,195.000000 
 25,1100,+25,315.000000 
 25,1100,+28,171.000000 
 25,1100,+31,180.000000 
 25,1100,+34,147.000000 
 25,1100,+37,172.000000 
 25,1100,+40,202.000000 
 25,1100,+43,194.000000 
 25,1100,+46,206.000000 
 25,1100,+49,204.000000 
 25,1100,+52,80.000000 
 25,1400,+4,352.000000 
 25,1400,+7,336.000000 
 25,1400,+10,27.000000 
 25,1400,+13,187.000000 
 25,1400,+16,274.000000 
 25,1400,+19,195.000000 
 25,1400,+22,315.000000 
 25,1400,+25,171.000000 
 25,1400,+28,180.000000 
 25,1400,+31,147.000000 
 25,1400,+34,172.000000 
 25,1400,+37,202.000000 
 25,1400,+40,194.000000 
 25,1400,+43,206.000000 
 25,1400,+46,204.000000 
 25,1400,+49,80.000000 
 25,1700,+4,336.000000 
 25,1700,+7,27.000000 
 25,1700,+10,187.000000 
 25,1700,+13,274.000000 
 25,1700,+16,195.000000 
 25,1700,+19,315.000000 
 25,1700,+22,171.000000 
 25,1700,+25,180.000000 
 25,1700,+28,147.000000 
 25,1700,+31,172.000000 
 25,1700,+34,202.000000 
 25,1700,+37,194.000000 
 25,1700,+40,206.000000 
 25,1700,+43,204.000000 
 25,1700,+46,80.000000 
 25,2000,+4,76.000000 
 25,2000,+7,217.000000 
 25,2000,+10,262.000000 
 25,2000,+13,249.000000 
 25,2000,+16,11.000000 
 25,2000,+19,207.000000 
 25,2000,+22,155.000000 
 25,2000,+25,146.000000 
 25,2000,+28,144.000000 
 25,2000,+31,178.000000 
 25,2000,+34,207.000000 
 25,2000,+37,195.000000 
 25,2000,+40,152.000000 
