일자,호수위(EL.m),해수위(EL.m),우량(mm),평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s)
2021-12-20,-2.5,-2.7,0.0,3.6,-4.6,11.8,0.8
2021-12-19,-2.34,-2.19,1.0,-2.7,-9.9,4.6,0.6
2021-12-18,-3.1,-2.48,1.0,-5.4,-13.2,1.0,0.7
2021-12-17,-2.14,-0.63,0.0,-4.4,-9.3,3.7,2.8
2021-12-16,-2.0,0.35,0.0,4.1,-0.1,10.7,0.5
2021-12-15,-1.75,1.4,1.0,5.0,-0.7,11.5,0.5
2021-12-07,-2.57,-3.18,0.0,2.9,-3.7,12.8,0.5
2021-12-06,-3.14,-3.67,0.0,1.7,-5.9,12.6,0.3
2021-12-05,-3.38,-3.55,0.0,-0.4,-6.9,9.9,0.3
2021-12-04,-3.28,-2.44,0.0,-0.1,-6.9,8.2,0.6
2021-12-03,-2.65,-0.46,1.5,2.2,-2.3,6.1,1.4
2021-12-02,-2.76,0.23,0.5,0.2,-8.0,7.0,0.8
2021-12-01,-2.28,0.84,0.0,-0.4,-5.2,2.7,2.7
2021-11-30,-1.62,2.06,25.0,5.9,1.6,8.9,2.1
2021-11-29,-1.18,1.89,0.0,3.9,-3.6,13.2,0.3
2021-11-28,-1.05,1.3,0.0,1.3,-6.4,12.1,0.4
2021-11-27,-0.98,0.5,0.0,-0.2,-6.1,9.5,0.5
2021-11-26,-0.95,-0.34,0.0,0.9,-5.2,9.7,0.6
2021-11-25,-0.96,-0.91,0.0,4.8,-1.5,11.4,0.9
2021-11-24,-1.69,-2.01,0.5,1.0,-5.0,7.5,0.4
2021-11-23,-2.28,-2.67,0.0,0.1,-4.4,3.3,1.3
2021-11-22,-2.25,-2.63,1.0,3.8,-0.2,7.4,2.1
2021-11-21,-2.89,-3.16,3.0,8.4,4.1,14.2,0.5
2021-11-20,-2.84,-2.98,0.0,8.4,3.3,15.4,0.3
2021-11-19,-2.78,-2.35,0.0,10.3,5.6,17.9,0.4
2021-11-18,-2.77,-1.48,0.0,9.9,1.8,16.8,0.8
2021-11-17,-2.67,-0.51,0.0,4.7,-2.6,13.3,0.3
2021-11-16,-2.44,0.61,0.0,5.1,-1.0,14.4,0.4
2021-11-15,-2.2,1.52,0.0,6.5,0.1,16.4,0.3
2021-11-14,-1.69,2.09,0.0,8.8,2.9,18.0,0.5
2021-11-13,-1.35,1.92,0.0,5.1,-2.6,15.1,0.4
2021-11-12,-1.09,1.39,0.0,4.6,-1.5,10.5,1.2
2021-11-11,-1.08,0.52,0.0,5.0,-1.4,10.9,1.2
2021-11-10,-1.02,-0.64,1.0,4.4,-1.4,8.9,1.1
2021-11-09,-1.56,-1.74,16.5,4.7,2.9,8.0,0.7
2021-11-08,-2.52,-3.0,30.5,8.5,4.5,14.5,1.0
2021-11-07,-3.29,-3.79,0.0,12.7,3.7,21.1,0.7
2021-11-06,-3.62,-3.88,0.0,10.7,3.6,21.7,0.4
2021-11-05,-3.34,-3.13,0.5,9.3,2.7,20.2,0.3
2021-11-04,-3.15,-1.67,3.0,8.9,4.6,16.7,0.3
2021-11-03,-2.9,-0.25,15.5,9.7,1.7,17.9,0.4
2021-11-02,-2.45,0.86,0.0,9.1,3.9,17.5,0.4
2021-11-01,-1.88,1.73,0.0,9.9,4.5,17.9,0.4
2021-10-31,-1.28,1.78,0.0,11.1,4.2,19.9,0.3
2021-10-30,-1.02,1.6,0.0,11.2,6.3,19.4,0.4
2021-10-29,-1.06,0.94,0.0,10.8,4.2,20.1,0.5
2021-10-28,-1.03,0.15,0.0,8.7,0.4,20.0,0.4
2021-10-27,-1.02,-0.58,2.0,10.3,3.9,19.1,0.8
2021-10-26,-1.33,-1.47,0.0,9.7,2.8,19.1,0.3
2021-10-25,-1.95,-2.34,0.0,8.5,1.5,18.3,0.4
2021-10-24,-2.54,-2.97,0.0,8.4,1.5,18.2,0.4
2021-10-23,-3.2,-3.58,0.0,7.6,0.3,18.5,0.4
2021-10-22,-3.27,-3.53,0.0,7.6,0.0,18.1,0.6
2021-10-21,-3.27,-3.41,0.0,6.9,0.5,16.5,0.4
2021-10-20,-3.41,-2.87,0.0,6.8,0.4,15.9,0.5
2021-10-19,-3.06,-1.39,5.0,10.4,4.9,16.8,1.0
2021-10-18,-2.8,-0.37,8.0,8.7,-1.2,17.1,0.7
2021-10-17,-2.65,0.41,0.0,4.8,-0.4,11.5,1.2
2021-10-16,-1.89,1.75,0.0,11.3,4.5,17.4,1.8
2021-10-15,-1.42,2.09,0.0,17.9,15.5,22.2,0.6
2021-10-14,-1.09,1.86,0.0,17.5,12.8,24.1,0.4
2021-10-13,-1.1,1.15,0.0,16.6,10.4,24.6,0.7
2021-10-12,-0.98,-0.21,0.0,15.9,12.0,20.0,0.7
2021-10-11,-1.51,-1.79,0.0,15.3,12.3,19.4,0.9
2021-10-10,-2.38,-2.92,10.0,19.5,14.7,25.5,0.9
2021-10-09,-3.41,-3.95,0.5,20.7,17.7,27.6,0.6
2021-10-08,-3.83,-4.26,2.0,18.5,16.0,20.6,0.2
2021-10-07,-3.55,-3.67,8.0,19.1,16.0,23.1,0.5
2021-10-06,-3.46,-2.73,0.0,20.3,18.2,24.0,1.0
2021-10-05,-2.91,-0.91,0.0,23.6,20.9,28.3,1.4
2021-10-04,-2.28,0.47,0.0,21.8,14.1,25.8,1.2
2021-10-03,-1.87,1.31,0.0,19.3,13.6,28.3,0.7
2021-10-02,-1.0,1.67,4.5,18.6,14.4,26.2,0.6
2021-10-01,-1.07,1.76,7.0,19.5,13.3,27.7,0.9
2021-09-30,-1.05,1.28,0.0,18.4,13.8,26.0,0.5
2021-09-29,-1.05,0.71,4.5,19.4,15.6,22.0,0.6
2021-09-28,-1.04,-0.13,6.0,20.2,18.1,23.9,0.9
2021-09-27,-1.05,-1.03,0.0,20.0,15.9,25.0,0.7
2021-09-26,-1.66,-1.96,0.0,20.3,15.8,27.9,0.6
2021-09-25,-2.31,-2.8,0.0,19.5,14.3,23.9,0.6
2021-09-24,-2.99,-3.53,0.0,18.7,12.4,27.4,0.5
2021-09-23,-3.54,-4.0,0.0,18.4,13.4,26.1,0.9
2021-09-22,-3.42,-3.64,14.5,19.8,15.9,25.6,0.9
2021-09-21,-3.08,-2.79,49.0,21.7,19.4,26.6,1.0
2021-09-20,-3.16,-1.9,1.0,21.9,14.6,28.6,1.1
2021-09-19,-2.85,-0.47,0.0,21.7,16.9,29.0,0.5
2021-09-18,-2.3,1.07,0.0,20.6,13.6,28.6,0.5
2021-09-17,-1.8,2.04,0.0,21.9,15.5,28.3,1.2
2021-09-16,-1.33,2.32,0.0,20.0,12.7,27.3,0.8
2021-09-15,-1.23,1.73,0.0,21.3,13.8,29.4,1.3
2021-09-14,-1.03,1.28,0.0,21.1,15.3,28.4,0.8
2021-09-13,-0.98,-0.08,0.0,22.2,17.0,30.4,0.7
2021-09-12,-1.28,-1.47,0.0,21.9,16.5,29.4,0.6
2021-09-11,-2.33,-2.88,0.0,21.7,17.0,29.2,0.7
2021-09-10,-3.11,-3.75,0.0,21.5,16.8,28.2,0.5
2021-09-09,-3.77,-4.27,0.0,21.2,15.8,28.5,0.5
2021-09-08,-3.82,-4.07,0.0,20.6,16.2,26.9,0.8
2021-09-07,-3.35,-3.06,14.5,20.0,17.3,21.9,1.1
2021-09-06,-2.96,-1.7,28.0,20.1,16.5,25.8,1.2
2021-09-05,-2.53,-0.31,0.0,21.1,14.6,26.7,0.9
2021-09-04,-2.01,0.82,0.0,20.6,14.4,28.0,0.7
2021-09-03,-1.4,1.58,0.0,21.8,16.2,29.2,0.7
2021-09-02,-1.32,1.48,0.0,21.8,18.9,27.1,0.7
2021-09-01,-1.73,1.71,4.0,20.2,18.9,23.1,0.7
2021-08-31,-1.03,1.07,43.0,20.0,18.3,23.2,0.8
2021-08-30,-1.0,0.36,0.0,22.5,18.9,27.0,0.3
2021-08-29,-1.03,-0.44,6.0,21.5,18.5,26.2,0.5
2021-08-28,-1.25,-1.45,0.5,22.0,17.4,28.0,0.6
2021-08-27,-1.91,-2.33,4.0,21.1,18.2,24.5,0.4
2021-08-26,-2.64,-3.21,0.0,24.5,20.5,28.6,0.8
2021-08-25,-3.36,-3.93,0.5,23.5,20.6,26.4,0.6
2021-08-24,-3.69,-4.04,8.5,23.8,20.8,28.1,1.6
2021-08-23,-3.6,-3.74,14.0,21.3,19.5,23.9,0.8
2021-08-22,-3.36,-2.31,0.0,23.3,19.6,27.2,0.8
2021-08-21,-2.86,-0.45,41.5,22.8,20.9,27.1,1.3
2021-08-20,-2.49,1.08,0.5,24.2,18.7,30.2,0.7
2021-08-19,-2.24,2.19,11.5,23.4,16.1,31.1,0.7
2021-08-18,-1.62,2.59,7.0,21.8,17.6,30.7,0.9
2021-08-17,-1.29,2.29,9.0,24.0,19.1,32.6,1.1
2021-08-16,-1.14,1.5,0.0,25.5,20.1,33.0,0.9
2021-08-15,-1.0,0.23,0.0,25.2,18.7,33.2,0.8
2021-08-14,-1.05,-1.05,0.0,24.8,20.8,31.5,1.1
2021-08-13,-1.91,-2.34,0.0,24.9,20.1,29.9,0.6
2021-08-12,-2.68,-3.25,0.0,25.6,20.4,32.9,0.5
2021-08-11,-3.24,-3.73,0.0,26.2,21.1,32.0,0.7
2021-08-10,-3.43,-3.73,0.0,25.9,20.4,32.2,0.9
2021-08-09,-3.0,-3.08,0.0,26.4,20.5,34.1,0.9
2021-08-08,-2.92,-2.09,51.0,25.0,21.0,32.4,0.7
2021-08-07,-2.59,-0.88,0.0,26.3,19.9,33.3,0.7
2021-08-06,-2.19,0.29,0.0,26.7,23.0,34.1,1.0
2021-08-05,-1.83,1.19,0.5,,,,0.8
2021-08-04,-1.5,1.84,0.0,27.7,22.6,35.9,0.8
2021-08-03,-1.29,2.03,0.0,25.8,21.0,32.4,0.6
2021-08-02,-1.09,2.01,1.0,24.6,22.0,28.8,0.5
2021-08-01,-1.01,1.38,15.0,25.5,23.4,28.1,0.4
2021-07-31,-1.03,0.58,0.0,28.2,24.0,34.5,1.1
2021-07-30,-1.0,-0.43,0.0,28.6,21.7,35.7,1.1
2021-07-29,-1.35,-1.51,0.0,27.4,22.7,34.0,0.7
2021-07-28,-2.23,-2.77,0.0,28.3,23.1,34.4,0.9
2021-07-27,-3.05,-3.66,0.0,28.2,21.8,35.9,0.8
2021-07-26,-3.66,-4.16,0.0,27.6,21.3,35.2,0.9
2021-07-25,-3.57,-3.74,0.0,27.6,21.4,35.7,0.8
2021-07-24,-3.35,-2.47,0.0,27.9,22.0,35.8,0.7
2021-07-23,-3.08,-0.68,0.0,27.6,21.5,34.9,0.7
2021-07-22,-2.82,0.91,0.0,27.7,21.3,34.9,0.8
2021-07-21,-2.35,2.08,0.0,27.8,21.6,35.2,0.7
2021-07-20,-1.84,2.69,0.0,26.6,21.6,32.1,0.5
2021-07-19,-1.42,2.4,0.0,26.2,21.6,32.4,0.7
2021-07-18,-1.07,1.48,0.0,26.8,20.8,33.1,0.9
2021-07-17,-0.99,0.26,0.0,25.7,20.7,32.4,0.8
2021-07-16,-1.02,-0.92,12.0,26.8,20.8,33.4,0.9
2021-07-15,-1.62,-1.98,0.0,26.9,22.1,33.4,0.8
2021-07-14,-2.37,-2.85,0.0,27.1,22.0,32.5,0.9
2021-07-13,-3.0,-3.48,0.0,26.3,21.9,31.4,0.6
2021-07-12,-3.36,-3.68,0.0,25.6,20.7,32.0,0.5
2021-07-11,-3.2,-3.31,0.5,24.7,21.6,29.2,0.7
2021-07-10,-3.0,-2.44,2.5,24.8,20.6,29.6,0.9
2021-07-09,-2.76,-1.4,0.0,23.9,20.0,28.7,0.8
2021-07-08,-2.58,-0.35,1.0,24.3,21.4,29.8,0.8
2021-07-07,-2.29,0.65,7.5,24.7,22.4,28.5,0.6
2021-07-06,-2.03,1.49,0.0,23.6,18.2,29.0,0.7
2021-07-05,-1.62,1.85,0.0,22.3,18.3,26.4,0.6
2021-07-04,-1.18,2.23,7.5,21.2,19.6,24.0,1.2
2021-07-03,-1.02,1.82,44.0,22.4,19.6,26.1,1.8
2021-07-02,-0.99,0.98,0.0,24.6,19.3,31.7,0.7
2021-07-01,-0.99,-0.04,0.0,24.1,17.5,30.5,0.6
2021-06-30,-1.08,-1.2,0.0,22.7,17.9,28.1,0.6
2021-06-29,-1.84,-2.44,0.0,22.9,17.7,29.0,0.8
2021-06-28,-2.88,-3.48,0.0,22.7,19.0,29.4,0.8
2021-06-27,-3.63,-4.11,0.0,23.0,16.0,30.5,0.7
2021-06-26,-3.8,-3.99,0.5,21.3,17.5,27.4,0.6
2021-06-25,-3.61,-2.86,0.0,21.8,14.7,27.9,0.7
2021-06-24,-3.4,-1.19,0.0,20.8,14.6,27.7,0.7
2021-06-23,-2.98,0.55,0.0,20.8,16.5,26.4,0.9
2021-06-22,-2.61,1.71,0.0,22.2,15.4,28.7,0.7
2021-06-21,-1.95,2.44,0.0,21.5,16.2,27.8,1.0
2021-06-20,-1.46,2.28,0.0,21.4,13.1,28.9,1.2
2021-06-19,-1.07,1.53,0.0,20.2,15.0,26.5,0.8
2021-06-18,-0.99,0.5,6.0,19.1,18.2,20.4,1.0
2021-06-17,-0.97,-0.56,0.0,20.8,18.8,23.7,0.9
2021-06-16,-1.44,-1.71,0.0,23.5,16.3,30.0,1.7
2021-06-15,-2.1,-2.59,0.5,20.8,17.3,26.3,0.7
2021-06-14,-2.83,-3.29,0.0,20.5,15.7,27.1,1.0
2021-06-13,-3.26,-3.63,0.0,20.1,16.0,27.7,1.0
2021-06-12,-3.37,-3.59,0.0,21.7,16.6,28.5,0.8
2021-06-11,-2.93,-2.96,3.0,20.5,16.7,25.3,1.2
2021-06-10,-3.06,-2.3,7.5,22.6,17.4,30.2,0.8
2021-06-09,-2.92,-1.4,0.0,23.2,17.0,31.6,0.6
2021-06-08,-2.64,-0.38,0.0,21.0,15.7,27.4,0.8
2021-06-07,-2.32,0.58,0.0,18.9,13.7,25.2,0.5
2021-06-06,-2.04,1.38,0.0,20.7,14.1,26.7,0.9
2021-06-05,-1.65,1.8,0.0,18.2,11.2,25.1,1.1
2021-06-04,-1.26,1.66,0.0,16.7,10.3,23.8,1.2
2021-06-03,-0.97,1.27,13.0,17.4,13.7,22.3,0.5
2021-06-02,-0.93,0.25,0.0,20.7,13.1,28.9,0.7
2021-06-01,-1.02,-1.05,0.0,19.4,14.0,24.9,0.9
2021-05-31,-1.81,-2.23,1.0,18.6,14.7,23.8,0.6
2021-05-30,-2.87,-3.49,10.0,17.3,8.2,26.3,0.9
2021-05-29,-3.71,-4.3,0.0,15.4,8.6,20.5,0.8
2021-05-28,-4.15,-4.49,13.0,14.1,9.1,21.0,1.0
2021-05-27,-3.6,-3.54,4.5,14.3,9.8,19.3,0.9
2021-05-26,-3.75,-2.4,0.0,16.0,7.8,23.6,1.2
2021-05-25,-3.25,-0.65,4.5,13.9,8.5,19.2,1.1
2021-05-24,-2.72,0.77,0.0,16.5,10.9,23.4,1.0
2021-05-23,-2.15,1.47,0.0,16.7,9.0,24.3,0.6
2021-05-22,-1.54,1.61,0.0,16.0,9.4,23.5,0.8
2021-05-21,-1.06,1.09,6.5,14.2,10.9,16.9,0.8
2021-05-20,-0.97,0.31,12.5,16.9,12.4,22.8,1.0
2021-05-19,-0.98,-0.65,0.0,16.5,7.4,25.1,0.6
2021-05-18,-1.39,-1.63,0.0,15.6,9.8,23.7,0.7
2021-05-17,-2.04,-2.51,2.0,14.2,10.7,15.7,0.5
2021-05-16,-2.59,-3.12,38.5,18.3,14.9,20.5,0.6
2021-05-15,-3.09,-3.56,6.0,19.8,16.3,23.3,0.5
2021-05-14,-3.49,-3.85,0.0,19.5,11.6,29.5,0.8
2021-05-13,-3.36,-3.61,0.0,18.3,10.4,27.5,0.7
2021-05-12,-3.04,-3.12,0.0,18.5,11.9,26.7,1.0
2021-05-11,-3.06,-2.41,0.0,17.0,7.4,24.3,1.2
2021-05-10,-2.89,-1.46,16.5,11.0,5.7,13.5,0.8
2021-05-09,-2.55,-0.5,0.0,13.3,4.9,21.9,0.9
2021-05-08,-2.32,0.2,0.0,12.7,4.9,20.7,1.6
2021-05-07,-1.7,1.24,4.0,12.2,6.7,16.7,1.5
2021-05-06,-1.26,1.36,0.0,12.9,3.5,22.8,1.0
2021-05-05,-1.01,1.16,0.0,12.4,5.4,19.0,1.5
2021-05-04,-0.97,0.22,20.5,14.0,7.2,17.3,0.8
2021-05-03,-0.98,-0.95,0.0,11.3,3.2,19.8,0.7
2021-05-02,-1.75,-2.1,2.5,11.2,5.7,17.8,1.2
2021-05-01,-2.77,-3.35,3.5,10.4,8.2,14.7,1.1
2021-04-30,-3.45,-4.09,22.0,10.2,7.5,13.7,1.1
2021-04-29,-4.23,-4.76,10.0,13.9,7.3,20.4,0.9
2021-04-28,-4.12,-4.39,0.5,13.1,9.2,19.0,1.0
2021-04-27,-3.54,-3.35,1.0,14.0,6.7,20.8,0.7
2021-04-26,-3.22,-1.82,0.0,14.2,7.3,21.5,1.0
2021-04-25,-2.73,-0.49,0.0,15.0,6.3,25.6,0.9
2021-04-24,-1.97,0.69,0.0,15.8,8.4,22.6,1.0
2021-04-23,-1.3,1.08,0.0,19.0,14.2,23.1,1.5
2021-04-22,-0.97,0.83,0.0,19.2,12.1,27.6,1.1
2021-04-21,-0.99,0.23,0.0,15.8,4.7,27.1,0.8
2021-04-20,-0.96,-0.65,0.0,11.6,2.8,20.4,0.7
2021-04-19,-1.32,-1.49,0.0,9.6,0.7,17.8,0.9
2021-04-18,-1.8,-2.21,0.0,9.1,3.5,14.5,1.7
2021-04-17,-2.23,-2.74,0.0,8.4,1.4,14.4,0.9
2021-04-16,-2.72,-3.25,0.5,9.0,3.3,15.2,0.8
2021-04-15,-3.21,-3.73,0.0,9.3,1.4,17.6,0.9
2021-04-14,-3.69,-4.14,0.0,7.5,-0.3,13.8,1.1
2021-04-13,-3.37,0.23,2.0,9.9,6.1,13.3,1.4
2021-04-12,-3.37,0.23,18.5,12.3,8.9,17.1,1.0
2021-04-11,-3.01,0.23,0.0,12.3,2.0,21.7,0.7
2021-04-10,-2.74,0.23,0.0,10.5,3.7,17.7,1.0
2021-04-09,-2.39,-0.49,0.0,11.1,0.9,19.6,0.9
2021-04-08,-1.87,0.5,0.0,9.7,1.2,17.6,0.8
2021-04-07,-1.35,0.98,0.0,10.7,2.1,19.6,0.7
2021-04-06,-0.95,1.12,0.0,10.6,3.6,18.2,0.9
2021-04-05,-0.94,0.42,0.0,9.5,2.0,18.0,0.7
2021-04-04,-0.99,-0.59,1.0,11.5,5.9,18.0,1.3
2021-04-03,-1.37,-1.5,44.5,14.3,10.8,17.4,0.8
2021-04-02,-2.14,-2.53,0.0,16.2,12.6,21.9,1.6
2021-04-01,-3.1,-3.75,0.0,15.1,3.4,23.9,1.4
2021-03-31,-3.77,-4.37,0.0,9.9,-1.1,22.0,0.8
2021-03-30,-4.0,-4.47,0.0,7.8,-0.8,18.2,0.8
2021-03-29,-3.54,-3.58,0.0,9.2,3.2,16.0,1.1
2021-03-28,-2.94,-2.23,4.5,8.8,7.4,13.1,1.6
2021-03-27,-2.58,-1.08,27.0,10.3,3.6,14.6,0.8
2021-03-26,-2.08,-0.16,0.0,9.6,4.0,20.0,0.7
2021-03-25,-1.34,0.64,0.0,9.3,3.1,17.6,0.9
2021-03-24,-0.98,0.68,0.0,8.1,-0.1,17.3,0.9
2021-03-23,-0.97,0.28,0.0,6.6,-2.1,17.0,1.0
2021-03-22,-0.99,-0.67,0.0,5.9,-0.1,12.3,1.4
2021-03-21,-0.94,-0.96,0.0,6.1,3.6,10.1,2.0
2021-03-20,-1.12,-1.2,3.0,8.3,5.9,12.1,0.9
2021-03-19,-1.63,-1.87,0.0,12.0,6.7,19.9,0.9
2021-03-18,-2.14,-2.5,0.0,7.9,-1.6,18.3,0.7
2021-03-17,-2.75,-3.32,0.0,4.8,-2.9,15.9,0.8
2021-03-16,-2.93,-3.34,0.5,6.7,1.6,12.6,1.5
2021-03-15,-3.41,-3.78,0.0,8.8,-0.7,16.7,0.7
2021-03-14,-3.41,-3.64,0.0,5.4,-0.8,13.3,0.6
2021-03-13,-3.19,-3.18,0.0,6.8,-0.6,15.0,0.9
2021-03-12,-2.73,-2.06,0.0,9.1,5.3,13.7,0.9
2021-03-11,-2.25,-0.82,0.0,6.4,-2.6,16.9,0.5
2021-03-10,-1.84,0.14,0.0,5.4,-3.1,16.8,0.6
2021-03-09,-1.39,0.92,0.0,3.7,-3.4,12.1,0.7
2021-03-08,-1.03,1.16,0.0,3.7,-2.7,12.9,0.6
2021-03-07,-1.01,0.94,0.0,5.1,-0.6,11.5,1.3
2021-03-06,-0.98,0.02,0.0,7.4,3.5,13.1,1.5
2021-03-05,-0.99,-0.9,0.0,6.4,-2.6,16.1,0.9
2021-03-04,-1.63,-1.79,0.0,5.5,-2.2,13.4,0.5
2021-03-03,-2.35,-2.67,0.0,1.9,-5.1,10.0,0.6
2021-03-02,-3.11,-3.8,0.0,1.6,-3.2,8.5,1.0
2021-03-01,-3.4,-3.85,56.5,4.9,0.6,8.2,1.3
2021-02-28,-3.01,-3.24,0.0,6.1,-2.6,11.1,0.6
2021-02-27,-2.58,-2.56,0.0,8.1,-2.0,16.1,1.6
2021-02-26,-2.37,-1.61,0.0,5.6,-5.5,16.7,0.8
2021-02-25,-1.91,-0.64,0.0,1.3,-5.0,8.7,0.2
2021-02-24,-1.32,0.13,0.0,0.7,-4.6,9.6,0.8
2021-02-23,-1.03,0.49,0.0,0.5,-3.1,4.8,1.3
2021-02-22,-0.94,0.91,0.0,5.3,-0.1,12.1,1.1
2021-02-21,-0.91,0.57,0.0,8.3,-2.4,18.8,1.2
2021-02-20,-0.98,0.32,0.0,4.6,-2.1,14.4,0.6
2021-02-19,-0.97,-0.53,0.0,1.1,-10.6,10.0,1.2
2021-02-18,-1.28,-1.09,0.0,-4.5,-9.4,0.6,1.7
2021-02-17,-1.38,-1.55,0.0,-7.0,-9.2,-3.5,3.3
2021-02-16,-2.01,-2.36,2.5,-4.5,-8.9,-1.4,1.5
2021-02-15,-2.24,-2.67,0.0,1.5,-3.5,5.6,2.0
2021-02-14,-2.77,-3.24,0.0,6.5,-0.5,13.8,0.5
2021-02-13,-3.09,-3.44,0.0,2.6,-3.9,14.7,0.5
2021-02-12,-3.01,-3.14,0.0,2.6,-4.5,14.3,0.4
2021-02-11,-2.67,-2.35,0.0,2.3,-3.9,12.0,0.5
2021-02-10,-2.33,-0.96,0.0,0.7,-7.0,8.0,0.5
2021-02-09,-2.13,-0.13,0.0,-2.8,-10.3,4.8,0.6
2021-02-08,-1.56,1.2,0.5,-2.0,-4.4,1.9,2.4
2021-02-07,-1.09,1.81,0.0,2.4,-2.9,7.1,1.0
2021-02-06,-1.04,1.79,0.0,5.7,-1.4,9.9,0.8
2021-02-05,-1.07,1.06,0.0,-0.7,-10.5,7.3,0.6
2021-02-04,-1.0,0.49,1.5,-4.3,-9.9,1.2,1.0
2021-02-03,-1.09,-1.19,5.0,-3.8,-13.6,2.8,0.8
2021-02-02,-1.71,-2.1,0.0,-4.2,-6.7,-1.3,2.0
2021-02-01,-2.14,-2.51,0.5,4.6,-1.6,9.7,1.0
2021-01-31,-2.76,-3.2,0.0,2.4,-8.0,11.3,0.6
2021-01-30,-2.96,-3.23,0.0,-1.4,-10.9,7.6,0.9
2021-01-29,-3.31,-3.59,0.0,-8.0,-11.6,-2.9,1.8
2021-01-28,-2.38,-1.9,2.5,-2.8,-8.3,3.6,2.7
2021-01-27,-2.22,-1.08,0.0,-0.1,-6.7,7.5,0.7
2021-01-26,-1.63,0.09,0.5,3.2,-1.7,6.6,0.4
2021-01-25,-0.98,0.72,0.0,4.8,-2.8,14.8,0.5
2021-01-24,-0.91,1.28,0.0,4.1,-2.5,13.8,0.6
2021-01-23,-1.03,1.25,0.0,6.8,0.0,13.1,1.1
2021-01-22,-0.93,1.15,0.5,5.2,3.4,7.0,0.5
2021-01-21,-0.91,0.95,10.0,4.4,-0.7,9.1,0.4
2021-01-20,-0.97,0.41,0.0,-2.3,-11.9,8.3,0.5
2021-01-19,-1.01,-0.66,0.0,-7.5,-14.0,-0.3,0.6
2021-01-18,-1.1,-1.09,0.0,-3.3,-8.4,3.0,1.6
2021-01-17,-1.86,-2.16,0.5,-5.4,-14.7,0.1,0.7
2021-01-16,-2.34,-2.84,0.0,-3.9,-7.5,-0.5,1.7
2021-01-15,-2.7,-3.04,0.0,3.9,-3.6,11.5,1.0
2021-01-14,-3.06,-3.22,0.0,-0.6,-8.7,8.6,0.6
2021-01-13,-2.6,-2.34,0.0,0.5,-8.6,9.2,0.7
2021-01-12,-2.54,-1.22,1.0,-4.9,-13.9,1.6,0.5
2021-01-11,-2.48,0.05,0.0,-8.8,-14.9,-2.8,0.3
2021-01-10,-2.07,1.27,0.0,-10.0,-19.3,-1.7,0.4
2021-01-09,-1.7,2.07,0.0,-13.6,-21.5,-6.1,0.7
2021-01-08,-1.54,1.94,0.0,-13.6,-17.9,-9.0,1.3
2021-01-07,-1.11,2.11,0.0,-12.7,-15.7,-8.3,2.3
2021-01-06,-1.03,0.54,1.0,-7.7,-15.7,-1.3,1.1
2021-01-05,-1.0,-0.08,0.0,-4.4,-9.3,-0.4,1.5
2021-01-04,-1.12,-1.14,0.0,-4.5,-12.7,1.9,0.5
2021-01-03,-1.76,-2.07,0.0,-6.6,-13.5,0.8,0.5
2021-01-02,-2.26,-2.67,0.0,-4.4,-12.0,0.5,1.0
2021-01-01,-2.8,-3.15,0.0,-5.3,-13.2,1.5,0.4
2020-12-31,-3.4,-3.71,0.0,-8.8,-13.4,-3.9,0.6
2020-12-30,-2.72,-2.85,0.0,-9.4,-11.9,-5.4,2.6
2020-12-29,-2.25,-1.43,0.0,-0.3,-5.3,3.6,1.4
2020-12-28,-1.94,-0.32,0.0,4.1,-2.4,11.4,0.4
2020-12-27,-1.78,0.6,0.5,3.3,-3.4,10.0,0.4
2020-12-26,-1.69,1.27,0.0,-0.5,-7.2,9.1,0.3
2020-12-25,-1.45,1.47,0.0,-3.1,-8.7,5.1,0.5
2020-12-24,-1.16,1.9,0.0,1.8,-4.0,7.4,1.2
2020-12-23,-0.99,1.66,0.0,2.3,-5.4,9.8,0.6
2020-12-22,-1.02,1.1,0.0,0.0,-5.0,7.8,0.3
2020-12-21,-1.0,0.46,0.0,-3.5,-9.5,4.9,0.2
2020-12-20,-1.01,-0.37,0.0,-5.2,-12.1,2.8,0.5
2020-12-19,-1.36,-1.42,0.0,-4.2,-11.1,0.2,0.9
2020-12-18,-1.95,-2.3,0.5,-1.0,-5.9,3.7,1.4
2020-12-17,-2.96,-3.4,0.0,-6.7,-14.0,1.6,0.3
2020-12-16,-3.32,-3.62,0.0,-6.3,-11.2,-1.9,1.3
2020-12-14,-3.15,-1.98,0.0,-6.1,-8.3,-2.9,1.5
2020-12-13,-2.7,0.15,4.0,-0.9,-5.6,2.7,1.2
2020-12-12,-2.48,1.49,0.0,1.0,-5.1,7.8,0.6
2020-12-11,-1.97,2.36,0.0,2.7,-2.3,10.8,0.3
2020-12-10,-1.45,2.52,0.0,4.3,-0.3,10.8,0.3
2020-12-09,-1.2,1.83,0.0,-0.9,-9.1,6.9,0.3
2020-12-08,-1.04,0.93,0.0,-1.7,-7.3,5.0,0.6
2020-12-07,-1.0,0.22,0.0,3.2,-1.2,8.5,1.3
2020-12-06,-1.02,-0.88,0.0,1.9,-3.0,10.0,0.3
2020-12-05,-1.61,-1.77,0.0,0.5,-6.1,7.6,0.3
2020-12-04,-2.26,-2.61,0.0,-1.5,-8.5,6.1,0.8
2020-12-03,-2.65,-3.07,0.0,1.4,-4.4,5.9,1.1
