시도명,시군구명,읍면동,날짜,우량(mm),관리기관명
안산시,상록구,안산동,2015-11-14,3,경기도 안산시청
안산시,상록구,안산동,2015-11-15,0,경기도 안산시청
안산시,상록구,안산동,2015-11-16,10,경기도 안산시청
안산시,상록구,안산동,2015-11-17,1,경기도 안산시청
안산시,상록구,안산동,2015-11-18,5,경기도 안산시청
안산시,상록구,안산동,2015-11-19,0,경기도 안산시청
안산시,상록구,안산동,2015-11-20,0,경기도 안산시청
안산시,상록구,안산동,2015-11-21,0,경기도 안산시청
안산시,상록구,안산동,2015-11-22,5,경기도 안산시청
안산시,상록구,안산동,2015-11-23,6,경기도 안산시청
안산시,상록구,안산동,2015-11-24,1,경기도 안산시청
안산시,상록구,안산동,2015-11-25,12,경기도 안산시청
안산시,상록구,안산동,2015-11-26,1,경기도 안산시청
안산시,상록구,안산동,2015-11-27,0,경기도 안산시청
안산시,상록구,안산동,2015-11-28,0,경기도 안산시청
안산시,상록구,안산동,2015-11-29,2,경기도 안산시청
안산시,상록구,안산동,2015-11-30,0,경기도 안산시청
안산시,상록구,안산동,2015-12-01,0,경기도 안산시청
안산시,상록구,안산동,2015-12-02,19,경기도 안산시청
안산시,상록구,안산동,2015-12-03,4,경기도 안산시청
안산시,상록구,안산동,2015-12-04,2,경기도 안산시청
안산시,상록구,안산동,2015-12-05,6,경기도 안산시청
안산시,상록구,안산동,2015-12-06,0,경기도 안산시청
안산시,상록구,안산동,2015-12-07,0,경기도 안산시청
안산시,상록구,안산동,2015-12-08,0,경기도 안산시청
안산시,상록구,안산동,2015-12-09,0,경기도 안산시청
안산시,상록구,안산동,2015-12-10,0,경기도 안산시청
안산시,상록구,안산동,2015-12-11,0,경기도 안산시청
안산시,상록구,안산동,2015-12-12,0,경기도 안산시청
안산시,상록구,안산동,2015-12-13,0,경기도 안산시청
안산시,상록구,안산동,2015-12-14,2,경기도 안산시청
안산시,상록구,안산동,2015-12-15,0,경기도 안산시청
안산시,상록구,안산동,2015-12-16,0,경기도 안산시청
안산시,상록구,안산동,2015-12-17,0,경기도 안산시청
안산시,상록구,안산동,2015-12-18,0,경기도 안산시청
안산시,상록구,안산동,2015-12-19,0,경기도 안산시청
안산시,상록구,안산동,2015-12-20,0,경기도 안산시청
안산시,상록구,안산동,2015-12-21,5,경기도 안산시청
안산시,상록구,안산동,2015-12-22,0,경기도 안산시청
안산시,상록구,안산동,2015-12-23,0,경기도 안산시청
안산시,상록구,안산동,2015-12-24,0,경기도 안산시청
안산시,상록구,안산동,2015-12-25,0,경기도 안산시청
안산시,상록구,안산동,2015-12-26,1,경기도 안산시청
안산시,상록구,안산동,2015-12-27,0,경기도 안산시청
안산시,상록구,안산동,2015-12-28,0,경기도 안산시청
안산시,상록구,안산동,2015-12-29,0,경기도 안산시청
안산시,상록구,안산동,2015-12-30,2,경기도 안산시청
안산시,상록구,안산동,2015-12-31,0,경기도 안산시청
안산시,상록구,안산동,2016-01-01,0,경기도 안산시청
안산시,상록구,안산동,2016-01-02,0,경기도 안산시청
안산시,상록구,안산동,2016-01-03,0,경기도 안산시청
안산시,상록구,안산동,2016-01-04,0,경기도 안산시청
안산시,상록구,안산동,2016-01-05,0,경기도 안산시청
안산시,상록구,안산동,2016-01-06,0,경기도 안산시청
안산시,상록구,안산동,2016-01-07,0,경기도 안산시청
안산시,상록구,안산동,2016-01-08,0,경기도 안산시청
안산시,상록구,안산동,2016-01-09,0,경기도 안산시청
안산시,상록구,안산동,2016-01-10,0,경기도 안산시청
안산시,상록구,안산동,2016-01-11,0,경기도 안산시청
안산시,상록구,안산동,2016-01-12,0,경기도 안산시청
안산시,상록구,안산동,2016-01-13,0,경기도 안산시청
안산시,상록구,안산동,2016-01-14,0,경기도 안산시청
안산시,상록구,안산동,2016-01-15,1,경기도 안산시청
안산시,상록구,안산동,2016-01-16,0,경기도 안산시청
안산시,상록구,안산동,2016-01-17,0,경기도 안산시청
안산시,상록구,안산동,2016-01-18,0,경기도 안산시청
안산시,상록구,안산동,2016-01-19,0,경기도 안산시청
안산시,상록구,안산동,2016-01-20,0,경기도 안산시청
안산시,상록구,안산동,2016-01-21,0,경기도 안산시청
안산시,상록구,안산동,2016-01-22,0,경기도 안산시청
안산시,상록구,안산동,2016-01-23,0,경기도 안산시청
안산시,상록구,안산동,2016-01-24,0,경기도 안산시청
안산시,상록구,안산동,2016-01-25,0,경기도 안산시청
안산시,상록구,안산동,2016-01-26,0,경기도 안산시청
안산시,상록구,안산동,2016-01-27,0,경기도 안산시청
안산시,상록구,안산동,2016-01-28,0,경기도 안산시청
안산시,상록구,안산동,2016-01-29,0,경기도 안산시청
안산시,상록구,안산동,2016-01-30,0,경기도 안산시청
안산시,상록구,안산동,2016-01-31,0,경기도 안산시청
안산시,상록구,안산동,2016-02-01,0,경기도 안산시청
안산시,상록구,안산동,2016-02-02,0,경기도 안산시청
안산시,상록구,안산동,2016-02-03,0,경기도 안산시청
안산시,상록구,안산동,2016-02-04,0,경기도 안산시청
안산시,상록구,안산동,2016-02-05,0,경기도 안산시청
안산시,상록구,안산동,2016-02-06,0,경기도 안산시청
안산시,상록구,안산동,2016-02-07,0,경기도 안산시청
안산시,상록구,안산동,2016-02-08,0,경기도 안산시청
안산시,상록구,안산동,2016-02-09,0,경기도 안산시청
안산시,상록구,안산동,2016-02-10,0,경기도 안산시청
안산시,상록구,안산동,2016-02-11,1,경기도 안산시청
안산시,상록구,안산동,2016-02-12,14,경기도 안산시청
안산시,상록구,안산동,2016-02-13,21,경기도 안산시청
안산시,상록구,안산동,2016-02-14,1,경기도 안산시청
안산시,상록구,안산동,2016-02-15,0,경기도 안산시청
안산시,상록구,안산동,2016-02-16,1,경기도 안산시청
안산시,상록구,안산동,2016-02-17,0,경기도 안산시청
안산시,상록구,안산동,2016-02-18,0,경기도 안산시청
안산시,상록구,안산동,2016-02-19,0,경기도 안산시청
안산시,상록구,안산동,2016-02-20,0,경기도 안산시청
안산시,상록구,안산동,2016-02-21,0,경기도 안산시청
안산시,상록구,안산동,2016-02-22,0,경기도 안산시청
안산시,상록구,안산동,2016-02-23,0,경기도 안산시청
안산시,상록구,안산동,2016-02-24,0,경기도 안산시청
안산시,상록구,안산동,2016-02-25,0,경기도 안산시청
안산시,상록구,안산동,2016-02-26,0,경기도 안산시청
안산시,상록구,안산동,2016-02-27,3,경기도 안산시청
안산시,상록구,안산동,2016-02-28,0,경기도 안산시청
안산시,상록구,안산동,2016-02-29,0,경기도 안산시청
안산시,상록구,안산동,2016-03-01,1,경기도 안산시청
안산시,상록구,안산동,2016-03-02,0,경기도 안산시청
안산시,상록구,안산동,2016-03-03,0,경기도 안산시청
안산시,상록구,안산동,2016-03-04,1,경기도 안산시청
안산시,상록구,안산동,2016-03-05,41,경기도 안산시청
안산시,상록구,안산동,2016-03-06,1,경기도 안산시청
안산시,상록구,안산동,2016-03-07,0,경기도 안산시청
안산시,상록구,안산동,2016-03-08,0,경기도 안산시청
안산시,상록구,안산동,2016-03-09,0,경기도 안산시청
안산시,상록구,안산동,2016-03-10,0,경기도 안산시청
안산시,상록구,안산동,2016-03-11,0,경기도 안산시청
안산시,상록구,안산동,2016-03-12,0,경기도 안산시청
안산시,상록구,안산동,2016-03-13,0,경기도 안산시청
안산시,상록구,안산동,2016-03-14,0,경기도 안산시청
안산시,상록구,안산동,2016-03-15,0,경기도 안산시청
안산시,상록구,안산동,2016-03-16,0,경기도 안산시청
안산시,상록구,안산동,2016-03-17,0,경기도 안산시청
안산시,상록구,안산동,2016-03-18,0,경기도 안산시청
안산시,상록구,안산동,2016-03-19,0,경기도 안산시청
안산시,상록구,안산동,2016-03-20,0,경기도 안산시청
안산시,상록구,안산동,2016-03-21,0,경기도 안산시청
안산시,상록구,안산동,2016-03-22,0,경기도 안산시청
안산시,상록구,안산동,2016-03-23,0,경기도 안산시청
안산시,상록구,안산동,2016-03-24,0,경기도 안산시청
안산시,상록구,안산동,2016-03-25,0,경기도 안산시청
안산시,상록구,안산동,2016-03-26,0,경기도 안산시청
안산시,상록구,안산동,2016-03-27,0,경기도 안산시청
안산시,상록구,안산동,2016-03-28,0,경기도 안산시청
안산시,상록구,안산동,2016-03-29,0,경기도 안산시청
안산시,상록구,안산동,2016-03-30,0,경기도 안산시청
안산시,상록구,안산동,2016-03-31,0,경기도 안산시청
안산시,상록구,안산동,2016-04-01,0,경기도 안산시청
안산시,상록구,안산동,2016-04-02,0,경기도 안산시청
안산시,상록구,안산동,2016-04-03,1,경기도 안산시청
안산시,상록구,안산동,2016-04-04,0,경기도 안산시청
안산시,상록구,안산동,2016-04-05,0,경기도 안산시청
안산시,상록구,안산동,2016-04-06,4,경기도 안산시청
안산시,상록구,안산동,2016-04-07,6,경기도 안산시청
안산시,상록구,안산동,2016-04-08,0,경기도 안산시청
안산시,상록구,안산동,2016-04-09,0,경기도 안산시청
안산시,상록구,안산동,2016-04-10,0,경기도 안산시청
안산시,상록구,안산동,2016-04-11,0,경기도 안산시청
안산시,상록구,안산동,2016-04-12,0,경기도 안산시청
안산시,상록구,안산동,2016-04-13,4,경기도 안산시청
안산시,상록구,안산동,2016-04-14,0,경기도 안산시청
안산시,상록구,안산동,2016-04-15,0,경기도 안산시청
안산시,상록구,안산동,2016-04-16,26,경기도 안산시청
안산시,상록구,안산동,2016-04-17,20,경기도 안산시청
안산시,상록구,안산동,2016-04-18,1,경기도 안산시청
안산시,상록구,안산동,2016-04-19,0,경기도 안산시청
안산시,상록구,안산동,2016-04-20,0,경기도 안산시청
안산시,상록구,안산동,2016-04-21,11,경기도 안산시청
안산시,상록구,안산동,2016-04-22,0,경기도 안산시청
안산시,상록구,안산동,2016-04-23,0,경기도 안산시청
안산시,상록구,안산동,2016-04-24,0,경기도 안산시청
안산시,상록구,안산동,2016-04-25,0,경기도 안산시청
안산시,상록구,안산동,2016-04-26,0,경기도 안산시청
안산시,상록구,안산동,2016-04-27,0,경기도 안산시청
안산시,상록구,안산동,2016-04-28,0,경기도 안산시청
안산시,상록구,안산동,2016-04-29,0,경기도 안산시청
안산시,상록구,안산동,2016-04-30,0,경기도 안산시청
안산시,상록구,안산동,2016-05-01,0,경기도 안산시청
안산시,상록구,안산동,2016-05-02,25,경기도 안산시청
안산시,상록구,안산동,2016-05-03,35,경기도 안산시청
안산시,상록구,안산동,2016-05-04,0,경기도 안산시청
안산시,상록구,안산동,2016-05-05,0,경기도 안산시청
안산시,상록구,안산동,2016-05-06,6,경기도 안산시청
안산시,상록구,안산동,2016-05-07,0,경기도 안산시청
안산시,상록구,안산동,2016-05-08,0,경기도 안산시청
안산시,상록구,안산동,2016-05-09,0,경기도 안산시청
안산시,상록구,안산동,2016-05-10,13,경기도 안산시청
안산시,상록구,안산동,2016-05-11,0,경기도 안산시청
안산시,상록구,안산동,2016-05-12,0,경기도 안산시청
안산시,상록구,안산동,2016-05-13,0,경기도 안산시청
안산시,상록구,안산동,2016-05-14,0,경기도 안산시청
안산시,상록구,안산동,2016-05-15,47,경기도 안산시청
안산시,상록구,안산동,2016-05-16,3,경기도 안산시청
안산시,상록구,안산동,2016-05-17,0,경기도 안산시청
안산시,상록구,안산동,2016-05-18,0,경기도 안산시청
안산시,상록구,안산동,2016-05-19,0,경기도 안산시청
안산시,상록구,안산동,2016-05-20,0,경기도 안산시청
안산시,상록구,안산동,2016-05-21,0,경기도 안산시청
안산시,상록구,안산동,2016-05-22,0,경기도 안산시청
안산시,상록구,안산동,2016-05-23,0,경기도 안산시청
안산시,상록구,안산동,2016-05-24,40,경기도 안산시청
안산시,상록구,안산동,2016-05-25,0,경기도 안산시청
안산시,상록구,안산동,2016-05-26,0,경기도 안산시청
안산시,상록구,안산동,2016-05-27,0,경기도 안산시청
안산시,상록구,안산동,2016-05-28,0,경기도 안산시청
안산시,상록구,안산동,2016-05-29,0,경기도 안산시청
안산시,상록구,안산동,2016-05-30,0,경기도 안산시청
안산시,상록구,안산동,2016-05-31,0,경기도 안산시청
안산시,상록구,안산동,2016-06-01,0,경기도 안산시청
안산시,상록구,안산동,2016-06-02,0,경기도 안산시청
안산시,상록구,안산동,2016-06-03,0,경기도 안산시청
안산시,상록구,안산동,2016-06-04,0,경기도 안산시청
안산시,상록구,안산동,2016-06-05,0,경기도 안산시청
안산시,상록구,안산동,2016-06-06,0,경기도 안산시청
안산시,상록구,안산동,2016-06-07,0,경기도 안산시청
안산시,상록구,안산동,2016-06-08,0,경기도 안산시청
안산시,상록구,안산동,2016-06-09,0,경기도 안산시청
안산시,상록구,안산동,2016-06-10,0,경기도 안산시청
안산시,상록구,안산동,2016-06-11,1,경기도 안산시청
안산시,상록구,안산동,2016-06-12,0,경기도 안산시청
안산시,상록구,안산동,2016-06-13,0,경기도 안산시청
안산시,상록구,안산동,2016-06-14,0,경기도 안산시청
안산시,상록구,안산동,2016-06-15,30,경기도 안산시청
안산시,상록구,안산동,2016-06-16,0,경기도 안산시청
안산시,상록구,안산동,2016-06-17,0,경기도 안산시청
안산시,상록구,안산동,2016-06-18,0,경기도 안산시청
안산시,상록구,안산동,2016-06-19,0,경기도 안산시청
안산시,상록구,안산동,2016-06-20,0,경기도 안산시청
안산시,상록구,안산동,2016-06-21,0,경기도 안산시청
안산시,상록구,안산동,2016-06-22,1,경기도 안산시청
안산시,상록구,안산동,2016-06-23,0,경기도 안산시청
안산시,상록구,안산동,2016-06-24,3,경기도 안산시청
안산시,상록구,안산동,2016-06-25,0,경기도 안산시청
안산시,상록구,안산동,2016-06-26,0,경기도 안산시청
안산시,상록구,안산동,2016-06-27,0,경기도 안산시청
안산시,상록구,안산동,2016-06-28,0,경기도 안산시청
안산시,상록구,안산동,2016-06-29,0,경기도 안산시청
안산시,상록구,안산동,2016-06-30,2,경기도 안산시청
안산시,상록구,안산동,2016-07-01,103,경기도 안산시청
안산시,상록구,안산동,2016-07-02,3,경기도 안산시청
안산시,상록구,안산동,2016-07-03,0,경기도 안산시청
안산시,상록구,안산동,2016-07-04,24,경기도 안산시청
안산시,상록구,안산동,2016-07-05,90,경기도 안산시청
안산시,상록구,안산동,2016-07-06,1,경기도 안산시청
안산시,상록구,안산동,2016-07-07,1,경기도 안산시청
안산시,상록구,안산동,2016-07-08,0,경기도 안산시청
안산시,상록구,안산동,2016-07-09,0,경기도 안산시청
안산시,상록구,안산동,2016-07-10,0,경기도 안산시청
안산시,상록구,안산동,2016-07-11,0,경기도 안산시청
안산시,상록구,안산동,2016-07-12,31,경기도 안산시청
안산시,상록구,안산동,2016-07-13,0,경기도 안산시청
안산시,상록구,안산동,2016-07-14,0,경기도 안산시청
안산시,상록구,안산동,2016-07-15,1,경기도 안산시청
안산시,상록구,안산동,2016-07-16,34,경기도 안산시청
안산시,상록구,안산동,2016-07-17,2,경기도 안산시청
안산시,상록구,안산동,2016-07-18,0,경기도 안산시청
안산시,상록구,안산동,2016-07-19,0,경기도 안산시청
안산시,상록구,안산동,2016-07-20,0,경기도 안산시청
안산시,상록구,안산동,2016-07-21,0,경기도 안산시청
안산시,상록구,안산동,2016-07-22,0,경기도 안산시청
안산시,상록구,안산동,2016-07-23,0,경기도 안산시청
안산시,상록구,안산동,2016-07-24,0,경기도 안산시청
안산시,상록구,안산동,2016-07-25,0,경기도 안산시청
안산시,상록구,안산동,2016-07-26,0,경기도 안산시청
안산시,상록구,안산동,2016-07-27,0,경기도 안산시청
안산시,상록구,안산동,2016-07-28,0,경기도 안산시청
안산시,상록구,안산동,2016-07-29,36,경기도 안산시청
안산시,상록구,안산동,2016-07-30,9,경기도 안산시청
안산시,상록구,안산동,2016-07-31,0,경기도 안산시청
안산시,상록구,안산동,2016-08-01,0,경기도 안산시청
안산시,상록구,안산동,2016-08-02,0,경기도 안산시청
안산시,상록구,안산동,2016-08-03,0,경기도 안산시청
안산시,상록구,안산동,2016-08-04,0,경기도 안산시청
안산시,상록구,안산동,2016-08-05,0,경기도 안산시청
안산시,상록구,안산동,2016-08-06,0,경기도 안산시청
안산시,상록구,안산동,2016-08-07,0,경기도 안산시청
안산시,상록구,안산동,2016-08-08,0,경기도 안산시청
안산시,상록구,안산동,2016-08-09,0,경기도 안산시청
안산시,상록구,안산동,2016-08-10,0,경기도 안산시청
안산시,상록구,안산동,2016-08-11,0,경기도 안산시청
안산시,상록구,안산동,2016-08-12,0,경기도 안산시청
안산시,상록구,안산동,2016-08-13,0,경기도 안산시청
안산시,상록구,안산동,2016-08-14,0,경기도 안산시청
안산시,상록구,안산동,2016-08-15,0,경기도 안산시청
안산시,상록구,안산동,2016-08-16,0,경기도 안산시청
안산시,상록구,안산동,2016-08-17,0,경기도 안산시청
안산시,상록구,안산동,2016-08-18,0,경기도 안산시청
안산시,상록구,안산동,2016-08-19,0,경기도 안산시청
안산시,상록구,안산동,2016-08-20,0,경기도 안산시청
안산시,상록구,안산동,2016-08-21,0,경기도 안산시청
안산시,상록구,안산동,2016-08-22,0,경기도 안산시청
안산시,상록구,안산동,2016-08-23,0,경기도 안산시청
안산시,상록구,안산동,2016-08-24,0,경기도 안산시청
안산시,상록구,안산동,2016-08-25,0,경기도 안산시청
안산시,상록구,안산동,2016-08-26,16,경기도 안산시청
안산시,상록구,안산동,2016-08-27,0,경기도 안산시청
안산시,상록구,안산동,2016-08-28,0,경기도 안산시청
안산시,상록구,안산동,2016-08-29,0,경기도 안산시청
안산시,상록구,안산동,2016-08-30,0,경기도 안산시청
안산시,상록구,안산동,2016-08-31,26,경기도 안산시청
안산시,상록구,안산동,2016-09-01,0,경기도 안산시청
안산시,상록구,안산동,2016-09-02,8,경기도 안산시청
안산시,상록구,안산동,2016-09-03,0,경기도 안산시청
안산시,상록구,안산동,2016-09-04,0,경기도 안산시청
안산시,상록구,안산동,2016-09-05,0,경기도 안산시청
안산시,상록구,안산동,2016-09-06,0,경기도 안산시청
안산시,상록구,안산동,2016-09-07,0,경기도 안산시청
안산시,상록구,안산동,2016-09-08,43,경기도 안산시청
안산시,상록구,안산동,2016-09-09,2,경기도 안산시청
안산시,상록구,안산동,2016-09-10,0,경기도 안산시청
안산시,상록구,안산동,2016-09-11,0,경기도 안산시청
안산시,상록구,안산동,2016-09-12,0,경기도 안산시청
안산시,상록구,안산동,2016-09-13,0,경기도 안산시청
안산시,상록구,안산동,2016-09-14,0,경기도 안산시청
안산시,상록구,안산동,2016-09-15,0,경기도 안산시청
안산시,상록구,안산동,2016-09-16,0,경기도 안산시청
안산시,상록구,안산동,2016-09-17,15,경기도 안산시청
안산시,상록구,안산동,2016-09-18,0,경기도 안산시청
안산시,상록구,안산동,2016-09-19,0,경기도 안산시청
안산시,상록구,안산동,2016-09-20,0,경기도 안산시청
안산시,상록구,안산동,2016-09-21,0,경기도 안산시청
안산시,상록구,안산동,2016-09-22,0,경기도 안산시청
안산시,상록구,안산동,2016-09-23,0,경기도 안산시청
안산시,상록구,안산동,2016-09-24,0,경기도 안산시청
안산시,상록구,안산동,2016-09-25,0,경기도 안산시청
안산시,상록구,안산동,2016-09-26,0,경기도 안산시청
안산시,상록구,안산동,2016-09-27,11,경기도 안산시청
안산시,상록구,안산동,2016-09-28,1,경기도 안산시청
안산시,상록구,안산동,2016-09-29,0,경기도 안산시청
안산시,상록구,안산동,2016-09-30,0,경기도 안산시청
안산시,상록구,안산동,2016-10-01,0,경기도 안산시청
안산시,상록구,안산동,2016-10-02,16,경기도 안산시청
안산시,상록구,안산동,2016-10-03,6,경기도 안산시청
안산시,상록구,안산동,2016-10-04,0,경기도 안산시청
안산시,상록구,안산동,2016-10-05,0,경기도 안산시청
안산시,상록구,안산동,2016-10-06,0,경기도 안산시청
안산시,상록구,안산동,2016-10-07,2,경기도 안산시청
안산시,상록구,안산동,2016-10-08,5,경기도 안산시청
안산시,상록구,안산동,2016-10-09,0,경기도 안산시청
안산시,상록구,안산동,2016-10-10,0,경기도 안산시청
안산시,상록구,안산동,2016-10-11,0,경기도 안산시청
안산시,상록구,안산동,2016-10-12,0,경기도 안산시청
안산시,상록구,안산동,2016-10-13,0,경기도 안산시청
안산시,상록구,안산동,2016-10-14,0,경기도 안산시청
안산시,상록구,안산동,2016-10-15,0,경기도 안산시청
안산시,상록구,안산동,2016-10-16,2,경기도 안산시청
안산시,상록구,안산동,2016-10-17,0,경기도 안산시청
안산시,상록구,안산동,2016-10-18,0,경기도 안산시청
안산시,상록구,안산동,2016-10-19,0,경기도 안산시청
안산시,상록구,안산동,2016-10-20,0,경기도 안산시청
안산시,상록구,안산동,2016-10-21,0,경기도 안산시청
안산시,상록구,안산동,2016-10-22,0,경기도 안산시청
안산시,상록구,안산동,2016-10-23,4,경기도 안산시청
안산시,상록구,안산동,2016-10-24,0,경기도 안산시청
안산시,상록구,안산동,2016-10-25,32,경기도 안산시청
안산시,상록구,안산동,2016-10-26,1,경기도 안산시청
안산시,상록구,안산동,2016-10-27,0,경기도 안산시청
안산시,상록구,안산동,2016-10-28,0,경기도 안산시청
안산시,상록구,안산동,2016-10-29,0,경기도 안산시청
안산시,상록구,안산동,2016-10-30,0,경기도 안산시청
안산시,상록구,안산동,2016-10-31,0,경기도 안산시청
안산시,상록구,안산동,2016-11-01,0,경기도 안산시청
안산시,상록구,안산동,2016-11-02,2,경기도 안산시청
안산시,상록구,안산동,2016-11-03,0,경기도 안산시청
안산시,상록구,안산동,2016-11-04,0,경기도 안산시청
안산시,상록구,안산동,2016-11-05,0,경기도 안산시청
안산시,상록구,안산동,2016-11-06,0,경기도 안산시청
안산시,상록구,안산동,2016-11-07,3,경기도 안산시청
안산시,상록구,안산동,2016-11-08,1,경기도 안산시청
안산시,상록구,안산동,2016-11-09,0,경기도 안산시청
안산시,상록구,안산동,2016-11-10,0,경기도 안산시청
안산시,상록구,안산동,2016-11-11,5,경기도 안산시청
안산시,상록구,안산동,2016-11-12,0,경기도 안산시청
안산시,상록구,안산동,2016-11-13,0,경기도 안산시청
안산시,상록구,안산동,2016-11-14,4,경기도 안산시청
안산시,상록구,안산동,2016-11-15,0,경기도 안산시청
안산시,상록구,안산동,2016-11-16,0,경기도 안산시청
안산시,상록구,안산동,2016-11-17,0,경기도 안산시청
안산시,상록구,안산동,2016-11-18,0,경기도 안산시청
안산시,상록구,안산동,2016-11-19,0,경기도 안산시청
안산시,상록구,안산동,2016-11-20,0,경기도 안산시청
안산시,상록구,안산동,2016-11-21,0,경기도 안산시청
안산시,상록구,안산동,2016-11-22,0,경기도 안산시청
안산시,상록구,안산동,2016-11-23,0,경기도 안산시청
안산시,상록구,안산동,2016-11-24,0,경기도 안산시청
안산시,상록구,안산동,2016-11-25,0,경기도 안산시청
안산시,상록구,안산동,2016-11-26,1,경기도 안산시청
안산시,상록구,안산동,2016-11-27,0,경기도 안산시청
안산시,상록구,안산동,2016-11-28,0,경기도 안산시청
안산시,상록구,안산동,2016-11-29,0,경기도 안산시청
안산시,상록구,안산동,2016-11-30,2,경기도 안산시청
안산시,상록구,안산동,2016-12-01,0,경기도 안산시청
안산시,상록구,안산동,2016-12-02,0,경기도 안산시청
안산시,상록구,안산동,2016-12-03,0,경기도 안산시청
안산시,상록구,안산동,2016-12-04,0,경기도 안산시청
안산시,상록구,안산동,2016-12-05,2,경기도 안산시청
안산시,상록구,안산동,2016-12-06,0,경기도 안산시청
안산시,상록구,안산동,2016-12-07,0,경기도 안산시청
안산시,상록구,안산동,2016-12-08,5,경기도 안산시청
안산시,상록구,안산동,2016-12-09,1,경기도 안산시청
안산시,상록구,안산동,2016-12-10,0,경기도 안산시청
안산시,상록구,안산동,2016-12-11,0,경기도 안산시청
안산시,상록구,안산동,2016-12-12,0,경기도 안산시청
안산시,상록구,안산동,2016-12-13,0,경기도 안산시청
안산시,상록구,안산동,2016-12-14,0,경기도 안산시청
안산시,상록구,안산동,2016-12-15,0,경기도 안산시청
안산시,상록구,안산동,2016-12-16,0,경기도 안산시청
안산시,상록구,안산동,2016-12-17,0,경기도 안산시청
안산시,상록구,안산동,2016-12-18,0,경기도 안산시청
안산시,상록구,안산동,2016-12-19,2,경기도 안산시청
안산시,상록구,안산동,2016-12-20,0,경기도 안산시청
안산시,상록구,안산동,2016-12-21,30,경기도 안산시청
안산시,상록구,안산동,2016-12-22,24,경기도 안산시청
안산시,상록구,안산동,2016-12-23,0,경기도 안산시청
안산시,상록구,안산동,2016-12-24,0,경기도 안산시청
안산시,상록구,안산동,2016-12-25,0,경기도 안산시청
안산시,상록구,안산동,2016-12-26,0,경기도 안산시청
안산시,상록구,안산동,2016-12-27,0,경기도 안산시청
안산시,상록구,안산동,2016-12-28,0,경기도 안산시청
안산시,상록구,안산동,2016-12-29,0,경기도 안산시청
안산시,상록구,안산동,2016-12-30,0,경기도 안산시청
안산시,상록구,안산동,2016-12-31,0,경기도 안산시청
안산시,상록구,안산동,2017-01-01,0,경기도 안산시청
안산시,상록구,안산동,2017-01-02,1,경기도 안산시청
안산시,상록구,안산동,2017-01-03,0,경기도 안산시청
안산시,상록구,안산동,2017-01-04,0,경기도 안산시청
안산시,상록구,안산동,2017-01-05,0,경기도 안산시청
안산시,상록구,안산동,2017-01-06,0,경기도 안산시청
안산시,상록구,안산동,2017-01-07,0,경기도 안산시청
안산시,상록구,안산동,2017-01-08,0,경기도 안산시청
안산시,상록구,안산동,2017-01-09,0,경기도 안산시청
안산시,상록구,안산동,2017-01-10,0,경기도 안산시청
안산시,상록구,안산동,2017-01-11,0,경기도 안산시청
안산시,상록구,안산동,2017-01-12,0,경기도 안산시청
안산시,상록구,안산동,2017-01-13,0,경기도 안산시청
안산시,상록구,안산동,2017-01-14,0,경기도 안산시청
안산시,상록구,안산동,2017-01-15,0,경기도 안산시청
안산시,상록구,안산동,2017-01-16,0,경기도 안산시청
안산시,상록구,안산동,2017-01-17,0,경기도 안산시청
안산시,상록구,안산동,2017-01-18,2,경기도 안산시청
안산시,상록구,안산동,2017-01-19,0,경기도 안산시청
안산시,상록구,안산동,2017-01-20,0,경기도 안산시청
안산시,상록구,안산동,2017-01-21,1,경기도 안산시청
안산시,상록구,안산동,2017-01-22,0,경기도 안산시청
안산시,상록구,안산동,2017-01-23,0,경기도 안산시청
안산시,상록구,안산동,2017-01-24,0,경기도 안산시청
안산시,상록구,안산동,2017-01-25,1,경기도 안산시청
안산시,상록구,안산동,2017-01-26,0,경기도 안산시청
안산시,상록구,안산동,2017-01-27,5,경기도 안산시청
안산시,상록구,안산동,2017-01-28,0,경기도 안산시청
안산시,상록구,안산동,2017-01-29,3,경기도 안산시청
안산시,상록구,안산동,2017-01-30,0,경기도 안산시청
안산시,상록구,안산동,2017-01-31,0,경기도 안산시청
안산시,상록구,안산동,2017-02-01,0,경기도 안산시청
안산시,상록구,안산동,2017-02-02,1,경기도 안산시청
안산시,상록구,안산동,2017-02-03,0,경기도 안산시청
안산시,상록구,안산동,2017-02-04,0,경기도 안산시청
안산시,상록구,안산동,2017-02-05,2,경기도 안산시청
안산시,상록구,안산동,2017-02-06,0,경기도 안산시청
안산시,상록구,안산동,2017-02-07,0,경기도 안산시청
안산시,상록구,안산동,2017-02-08,0,경기도 안산시청
안산시,상록구,안산동,2017-02-09,0,경기도 안산시청
안산시,상록구,안산동,2017-02-10,0,경기도 안산시청
안산시,상록구,안산동,2017-02-11,0,경기도 안산시청
안산시,상록구,안산동,2017-02-12,0,경기도 안산시청
안산시,상록구,안산동,2017-02-13,0,경기도 안산시청
안산시,상록구,안산동,2017-02-14,0,경기도 안산시청
안산시,상록구,안산동,2017-02-15,0,경기도 안산시청
안산시,상록구,안산동,2017-02-16,0,경기도 안산시청
안산시,상록구,안산동,2017-02-17,3,경기도 안산시청
안산시,상록구,안산동,2017-02-18,0,경기도 안산시청
안산시,상록구,안산동,2017-02-19,3,경기도 안산시청
안산시,상록구,안산동,2017-02-20,2,경기도 안산시청
